recordnumber,projectname,cat2,forg,center,year,mode,rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,equivphyskloc,act_effort
65,Y,avionicsmonitoring,g,5,1979,embedded,0.7248289939484277,1.160356446165387,1.0788121160171078,1.0215596135749698,1.1908903503382509,1.024457836775475,0.9102694277081033,1.0795261053058416,1.1120502872609885,1.2984727992538958,0.6784851474416539,1.1283680537839036,0.7523616676900968,0.7035199048339918,1.070438741513092,139.78399555328917,5
93,Y,Avionics,f,5,1977,embedded,0.7077803463418967,0.88269407838273,1.2408480312623762,1.2141204153454885,1.646723598276472,0.8970736739313196,0.708009985742001,1.2859125197708468,1.0553359680094365,1.04832399421999,0.5680797783755469,0.5429449513994272,0.6356103702871143,1.3341262952526673,0.7184351757627877,72.26202408064528,4
11,gal,missionplanning,g,1,1984,semidetached,1.1990122328527222,0.7291205034745375,0.8588179603344854,1.0454631375961787,1.412399058173578,0.8668369531050504,0.7611787202356158,1.3011813695106493,1.3506590365901516,1.3843365471350495,0.6467543831869987,0.8444496623357775,1.0057177361568923,1.3442072059994985,0.7822121966299653,6.022202774125174,3
26,X,monitor_control,g,2,1986,semidetached,1.2734940019185506,1.0760748334789165,1.3640542793748858,1.2001077083850462,1.2496155774176716,1.1459777603622352,1.1988923170353245,1.2215862411532883,1.0084787770164354,1.3530227967988906,0.8988459749356691,0.6130218023400691,0.5778349859859548,1.1944582786745341,0.9318094545211946,9.688268063609344,4
44,Y,application_ground,g,5,1982,semidetached,1.2914536086600057,1.023434618622667,0.8982555571100173,1.4262400446596537,1.0515179113608455,0.7590996784579942,0.7177655247526658,1.3928624986720908,1.3167830065724861,1.3085075084343534,0.8055633255768737,0.9107388709261037,0.7036703711464097,0.8409702571669404,0.9803512509829162,2746.040152152128,8
20,gal,missionplanning,g,1,1984,semidetached,0.9183046622681023,0.7910478003904591,0.9912528280060878,1.3325125661403534,1.0177077282441906,1.1169942847475032,1.2463885128295416,1.0407544812560527,1.1197440010685127,1.3547150454384629,0.9399049077592788,0.8094095822852018,1.0268698990223937,0.8798607384833761,0.93946832556798,323.53712983567004,7
3,de,avionicsmonitoring,g,2,1979,semidetached,0.7297174086202766,0.7840358572820803,1.2738911590488775,1.5947723109718053,1.0754798824487781,1.006880133994021,0.8759998631552891,1.349652943284305,1.269860305444534,1.1614505340874282,0.5982558532692176,0.6892673392617762,1.0689907591746635,1.313683021597079,1.0817659107798505,73.99653047909088,5
26,X,monitor_control,g,2,1986,semidetached,1.1739758833827687,1.273409586810459,1.118652856830015,1.5279981792035673,1.1592246970976245,0.9075899337480873,1.2937959795888614,1.3888594753135743,1.3046307963500539,1.306449510345176,0.6751326550936649,0.867863419438724,0.9413958760521128,0.6357628798064965,0.7409953746919558,9.941228468344118,4
35,X,avionicsmonitoring,g,2,1987,semidetached,1.3489765442135881,1.221111128220242,0.7393127699450993,1.6378524281354792,1.3266958792564596,1.0729020202115749,0.7334583740872959,1.3870591037876143,1.3346756507411568,1.305276822952996,0.8009217248882596,0.7048319260047502,1.3983599782298213,0.6078018510185974,0.7317281688919268,13.640468106353904,4
24,X,monitor_control,g,2,1986,semidetached,1.1394546921800146,1.0624694524342926,1.0854520098993603,1.0279173782363815,1.2708081372409767,0.911696116332268,1.1274760433377784,1.135090566732442,1.2710431848825738,1.209992821903771,0.5862564365417433,0.5163156578470912,0.8542788696730277,0.7787012841553644,0.9082221254027865,14.350343342576291,3
78,Y,operatingsystem,g,5,1979,semidetached,1.0221511435930004,0.8017354572817965,1.5080589505021689,1.1938191316511186,1.350408504937636,1.1238322613050233,0.7731459288512154,1.321229986153425,1.1956294555328644,1.3503756905162105,0.9227767752104312,0.668706399930121,1.377467243325814,1.1028634158647304,0.740717632716556,172.10146622372102,7
61,Y,operatingsystem,g,5,1976,embedded,1.3577240514156186,1.0756319455555947,1.5811837885865692,1.0245439702227752,1.0506679798948264,0.8294684101657849,0.8165104749543284,1.0774654380641981,0.8044912065051442,1.2553955804947137,0.7193009862324087,1.1096594765874466,1.187153277709307,0.9710373124877729,1.0654697383493301,69.69560627819438,6
84,spl,Avionics,f,3,1977,embedded,1.138267854413356,1.3081206672315742,1.3562590742000604,1.1807752495450423,1.5296037987539552,1.127112988192464,1.1570799591577279,1.2133084020968703,0.875475758476022,1.0577811757760724,1.0568309452801767,0.893396894434404,1.1939010532279584,0.5991488882985637,0.7950451958528303,41.14247252191716,6
98,Y,Avionics,f,5,1980,embedded,0.796808416966164,0.7694918005411439,1.3520548067815503,1.0899160191499686,1.0859366873743983,0.8419800549983145,1.1959262439269724,1.1768469128402719,1.055494769298594,1.0653399392855616,0.9210123784911628,0.8669039746199558,1.321917751628658,0.8461023373807164,0.9182572727112188,234.1731206757064,6
10,gal,missionplanning,g,1,1980,semidetached,0.9364585190283481,1.2108422025544199,1.0632033347019736,1.0322658678082255,1.0929785011163171,1.1307201407757963,0.9252139504482009,1.2556362984647942,1.1280050993716642,1.2036973094721464,0.7980068731988783,1.052247713606612,1.0821658142109152,1.0254851613097218,1.124158852217841,20.167668934102593,5
1,de,avionicsmonitoring,g,2,1979,semidetached,0.729849916749627,0.974902037371621,0.8850252369822683,1.4997469306616396,1.0048944470469698,0.8494088775145399,1.0555576768458672,1.2493491148777656,0.7626224081995663,1.3729561548541942,0.8822174017054898,1.022268428560564,1.3691414723315805,1.0464442312643412,0.8002216742445135,251.54836298041025,6
84,spl,Avionics,f,3,1977,embedded,1.0579596277077654,1.2126611303901949,1.3590278253038575,1.480885175871897,1.1627478471451613,1.0531440385074466,1.1344126876475753,1.0473815040571257,1.2588857185120814,1.119832656065141,0.9506759434684895,0.7917101180822612,0.8991355549031451,0.5295156941475334,0.8514003822036647,42.76576470598533,5
8,erb,avionicsmonitoring,g,2,1982,semidetached,1.1275167488933482,0.7196081539071695,0.7951150690398386,1.4240878359012943,1.0929198285590223,0.8907468934908159,1.0578166570373437,1.21712477236234,1.0094677969139851,1.3274191551817511,1.1285053825217422,0.9503279343998512,1.210166000308718,0.9731516293195894,0.7027414261683211,667.1723633897185,7
78,Y,operatingsystem,g,5,1979,semidetached,1.3069592447878657,1.2012205666146638,1.1144709238328083,1.520174405273583,1.4997485733957778,0.7831703981285543,1.2798412011608598,1.083154372725088,0.7040109203165609,1.3906427789579119,0.7131807642004048,1.0481047025574517,0.6794721770778278,1.1148446700033792,0.8974548719477984,170.56528499776147,7
13,gal,missionplanning,g,1,1985,semidetached,1.0741240455422445,1.0774302759744692,0.7198949162827958,1.4452622707230238,1.3659941504290054,1.0834449344764907,0.8024894303178898,1.1899183000979863,1.1388657035655367,1.3405720564880366,1.0119541968526162,0.9104041051454087,1.1572374622295425,1.2444666771466748,0.9638804958282902,118.1147988955795,7
71,Y,avionicsmonitoring,g,5,1979,semidetached,1.2940427110477177,1.1827980937152796,0.7362679436883448,1.2113277157817073,1.245512277048829,0.9167366346303093,0.9387349825616685,1.0540222855452155,0.9256102492315887,1.2032980070919104,1.1159374116408596,0.5173341771164153,0.7077607264434427,0.7983793980943024,0.918335303798519,32.54483595150857,4
28,X,realdataprocessing,g,2,1982,semidetached,1.3441536490773767,1.1813294195205108,0.839711040685271,1.4783042027962308,1.5520653350777023,1.1251377380702772,1.3381296311476825,1.2335109372963855,0.8685784834869656,1.0749354839351761,0.5764561519456127,1.0251691909084162,0.8430186707153764,1.2883549586670529,0.9918601383355863,471.41379506488795,8
36,X,monitor_control,g,2,1986,semidetached,0.8577160079524275,1.108658781261402,0.877475697970547,1.1299559643420265,1.4078700484506737,1.0964655174335198,0.7633001419214863,1.2134836162869715,1.3817460659207899,1.2711789065603951,0.8082866873935267,1.1242382014363153,1.0753400467534031,0.8439715950450664,0.9700399491742601,66.88484430393181,6
59,slp,operatingsystem,g,6,1974,semidetached,1.0029282519135354,1.1260847748008103,0.9932465249841915,1.475464959379193,1.4554859798853734,0.9040694713324479,1.3601096470550793,1.10129612495279,0.8083106187879948,1.3496179459762638,1.130319733424371,0.6753897241983613,0.8603108290142433,0.6066405193950487,1.1470201286859245,948.6807648117143,8
26,X,monitor_control,g,2,1986,semidetached,1.3514228272585296,1.107401432555963,1.220918638488796,1.4404768019937881,1.5871165847371729,0.9140593787158842,1.1966631506810592,1.3026706092366527,1.2274846227587477,1.1876409804181702,0.6904119569748599,0.6885802663416497,0.9409211771892497,1.0515393744386743,1.0390889187915888,10.483496293266636,5
37,X,monitor_control,g,2,1986,semidetached,1.2508974240706217,1.3399678464558114,1.18382917778518,1.2156376099500057,1.3509380154116284,0.709125507697246,1.2628147706317479,1.182412115340241,0.852121768452877,1.3513354665366146,0.5011043975870442,0.6824853981394212,1.2414851487405993,1.1595785469073172,1.038185688786859,13.05188584416092,4
27,X,realdataprocessing,g,2,1982,semidetached,0.8004841381267582,0.8620318138792168,0.9005149364474234,1.3141585666082294,1.0574984340432105,0.9483145938333786,0.8055553893057104,1.2415413871362473,0.7508757305682284,1.1938491181890218,0.5851754863861279,0.6626647456312664,1.0944983498693601,0.7175206148889763,0.8667198841251338,159.4021212073901,4
38,X,monitor_control,g,2,1986,semidetached,0.8744716087229181,1.093617291266865,1.076347874817935,1.63923545215614,1.6197432814586339,0.9231750775448103,1.181754122858576,1.1557238731034762,1.2201622864606276,1.0956854927172381,0.6601903376271517,0.8688064505552178,0.5466832928826301,0.7345695603987559,0.7047183740447099,94.36661113082674,5
36,X,monitor_control,g,2,1986,semidetached,1.2047154419760275,0.8156861740174023,0.7642805043549697,1.5231108863696274,1.3542528075425428,0.9681788319780373,0.7971482018433739,1.1158964884980627,1.298381926269246,1.0842176267692683,1.0103248074863114,0.9342289714962205,0.8759253542529957,1.0221835404015236,0.9048352469866099,63.38132802871304,5
50,Y,simulation,g,5,1983,semidetached,1.0458912990313602,0.9082397733795975,0.7579514002149416,1.171351082873076,1.469519296111149,0.7164848779498117,1.336956636703095,1.0039420900893734,1.2483454896489592,1.1986207056841294,0.7169355100269242,1.064607097240395,0.9245812122067136,1.3170623815980411,1.0946131812198456,77.08372023429925,6
94,Y,Avionics,f,5,1977,embedded,1.2730501936423368,0.8208961974802028,1.148308955566471,1.509632253427697,1.639606272521351,1.01863134671958,0.9911044913154308,1.2826991445343094,0.8288306918600039,1.3299631714758104,0.9688139792782218,1.1046050275616575,0.5183262739669467,0.7959968786156157,0.9307276243231347,47.65965819520644,5
44,Y,application_ground,g,5,1982,semidetached,0.7379451857827258,0.8417333326701929,1.1469303687284869,1.5071867513221433,1.599874109158376,0.8226115072651901,1.2764266459319566,1.2432004861920507,1.1300262357178255,1.2905632930191984,0.5473756447845534,1.1130357304775966,1.1498347164040017,0.5947514281361826,0.7891899673225018,2894.752277852464,8
15,gal,missionplanning,g,1,1983,semidetached,0.993644275287509,1.183211898375672,1.5166513916679416,1.4442065008215803,1.0961582933730742,1.0066928971466926,1.0659242956739066,1.1379842283597095,1.3518580630896018,1.3513038384621496,0.6986829542375198,0.5380531887506065,0.9029623476213686,1.3133927120884263,1.1152686672030678,19.757326086755445,5
41,hst,datacapture,g,2,1980,semidetached,1.1566256214338697,0.8871598955727552,1.2878647804334575,1.4705338413465823,1.5395875544404092,1.0136379020525903,0.9607913200160898,1.1580050413016765,1.0364158076682508,1.248475279167567,0.5337124830831169,1.0510457640676818,1.2304535696370762,0.6890940829850862,0.9257136595248097,1798.0791774391707,9
38,X,monitor_control,g,2,1986,semidetached,1.3837942088350332,0.8786590075040226,1.0095228887033918,1.292495286751104,1.408288118615848,0.9594347017386553,0.9546481045153715,1.185920515147362,0.812938041891434,1.0620129019152644,0.9956525219242776,0.6358975640049627,0.995128356958441,0.7904484986942444,1.0665420739401146,93.12926930459498,5
52,Y,simulation,g,5,1985,semidetached,1.0815266854480703,1.33724127289154,1.5932485835744492,1.1805005141687883,1.6106890458870975,0.7555579530266142,0.9263112349227355,1.144704223381981,1.1261619645889325,1.0792408062097762,0.7697604928046655,0.7211564178824723,0.6872052994226509,1.2481036460323596,0.8707149879410759,195.76848546786982,6
81,hst,Avionics,f,2,1980,embedded,1.1638662465083518,1.1424646051716238,1.3463104752093211,1.1076321723570441,1.127366828574608,0.7675840755462936,1.3388952505688327,1.1242495287761187,0.7150235788166458,1.1298452920486146,0.509319051271221,0.7397503905917843,1.3042479349990395,0.5561046234830826,0.9401405984060804,30.748761589535583,4
73,Y,avionicsmonitoring,g,5,1979,semidetached,1.1723078443267676,1.2968746003707725,1.1785661606414892,1.5145998470310815,1.112518955083783,0.9738411277478285,1.184575628382732,1.010415944278207,1.3524450310658007,1.125610093488085,0.7957015884800993,0.5443281680358956,0.9791135768841499,0.6288657049930382,1.0737120561020406,86.61108340077806,6
12,gal,missionplanning,g,1,1980,semidetached,1.1635750049879685,0.9777650139859348,1.3079675155478911,1.2851397221309788,1.4391458034739024,1.076411252820964,0.7616552986278737,1.3941166632780844,0.9746047130627546,1.1204899099829544,0.9424709473232895,0.5989567971673033,1.2602715410041956,0.5219740740601384,0.898203550762263,102.96391799014995,5
28,X,realdataprocessing,g,2,1982,semidetached,0.8276761241371067,0.8315483233310176,1.49099165848164,1.5092480010484226,1.5133608559474647,0.9301841742940307,0.9984294795559836,1.2154933857956645,1.2404386312672468,1.1502099877144305,0.5895272750019916,0.5051883564200828,1.0684667492861237,1.0308425700630286,0.7749066685017827,505.0398545635947,7
4,de,avionicsmonitoring,g,2,1979,semidetached,0.7271921328000299,1.0613601915624877,0.8535963433350945,1.1964036123057147,1.623250784348472,0.9511441196870716,1.009650822734883,1.376447403487794,0.9306280866144235,1.2332839846925767,0.7136168341634601,0.5154448198252786,1.3286421235256727,0.6815123479199685,1.1471402498670362,83.62126524704814,5
28,X,realdataprocessing,g,2,1982,semidetached,0.8032849136641895,1.3854336019887536,0.9594871284985013,1.6165830155904315,1.0342132673595976,0.7733847712297598,0.7252992515832429,1.2466873351225327,1.3834880540249321,1.3062422345000544,0.7565760684678979,0.5967941058560977,1.1360900024118514,1.366963628086915,0.7918625817981968,492.5835200129177,7
11,gal,missionplanning,g,1,1984,semidetached,0.7076778778424118,0.9117100634384423,1.4915248631380151,1.138963056147381,1.0753977959454055,1.0157104189202293,1.2474395396647342,1.0297334371059055,1.3669655708411086,1.226800455912409,1.1441173457744953,0.6507105924936438,0.7362531510438225,0.6996228880344237,0.9326510855603589,6.146937590738066,3
68,Y,avionicsmonitoring,g,5,1983,organic,1.1490281085951584,1.347634833842104,0.9586057890959939,1.123453896219334,1.2123783702772377,0.7459165098336831,0.9129175776618826,1.0733243859304797,1.2800787843643109,1.1876543013978755,1.0035837813568789,0.6000308044656467,0.7706503545528446,1.1101236859173849,1.0646479389631036,235.87391138577735,6
23,X,simulation,g,2,1985,semidetached,1.0686876640500744,0.9375851540309279,1.548207450516129,1.3745954479657119,1.003249768244061,1.106618831344805,0.8791829311759541,1.1918428570673685,1.2570391120432398,1.029912631928919,0.9141118652795008,1.0504093559433114,0.9462144273596438,0.8445267787219624,0.7507820278471391,285.36122707265497,7
27,X,realdataprocessing,g,2,1982,semidetached,0.7186870641335704,0.813920180463892,1.0863302157108747,1.1444639051371222,1.403662088334371,1.0073102087995942,0.893279826327009,1.2939863663919775,0.7917478327639882,1.105706792486963,0.6357231383657593,0.5112821989927233,0.5906886829859741,1.3967376008523873,0.9874150431189094,148.10483653499477,4
7,de,avionicsmonitoring,g,2,1979,semidetached,0.7587586657433618,1.3659049436376665,0.8953391860584706,1.3861443758186502,1.0569602564303435,0.7463910351564113,1.2110661067282433,1.0650685751430617,1.0636785835228135,1.0340378735850821,0.5625365223291896,0.7135322540057842,0.5465782371078634,1.2146895429481717,0.7005119091388649,34.0055114887218,3
70,Y,avionicsmonitoring,g,5,1979,semidetached,0.8037968308564019,0.8029002619619654,1.419477246386052,1.1904268125655284,1.2666980030543504,1.0112561396072304,0.9591926431072679,1.2753706736950874,1.3846835888967122,1.077757276084019,1.012757199681412,0.637636088939253,1.1749390686629835,1.3146756211067572,0.8449393873735221,149.81381181716554,6
31,X,batchdataprocessing,g,2,1982,semidetached,0.9382138295511775,1.0990339919202996,1.0943188693534769,1.244570872631896,1.3747153324712862,0.7574089854721023,1.0548779581371943,1.2757843422469617,1.0525996748503232,1.312876148949663,0.5740122462866035,0.742013692954589,0.5187834362999589,0.5171668352239943,0.7591527529727178,338.62177974023297,5
100,X,Avionics,f,2,1983,embedded,0.781257191855167,1.2811855830041243,0.7693572571777764,1.5298393362405847,1.1356909348931352,1.0597151548624686,1.2943334974472962,1.3637063296265814,0.7187713350248567,1.2630446052121242,1.020749052184325,0.5051091259681719,1.2174431297739357,1.2401970908872142,0.896739908821783,63.48388324376737,6
53,Y,missionplanning,g,5,1979,semidetached,1.3686331449738813,1.071589952476029,1.2524068355803544,1.0000520964984398,1.5874718985844987,0.8953377358052754,1.2854208525255697,1.0743648765603335,1.051736568582504,1.338787636592806,0.8774414052771724,0.7915283693825212,0.9366663527198249,1.1629291223914051,0.8638109594267729,105.27137933413498,7
71,Y,avionicsmonitoring,g,5,1979,semidetached,1.1199867660431921,0.9769842656022784,1.5035632012966968,1.3617744479932676,1.5528234123365316,0.8241293884829678,1.2969597197113387,1.0631505615981993,0.927756985956707,1.068345148589589,0.9933385980380789,0.5935272427640199,1.2460978876972089,0.6375927312772729,0.8318396970725769,32.85778986886812,5
55,Y,utility,g,5,1979,semidetached,0.8391920472103694,1.0283446288753366,1.186164524374845,1.2556786583201958,1.1009278632737287,0.861420363791693,1.2698096865290704,1.1797074957495026,1.2323738442119176,1.2366871407143614,1.1146494394806432,0.8343811597371898,0.7852343601681029,1.3504997925552842,1.1262852671787735,49.567510820523864,6
7,de,avionicsmonitoring,g,2,1979,semidetached,0.8061897585552052,0.956985930348975,1.021548630692163,1.5141959034316934,1.6254034544070097,1.1134840294056823,0.7575109261630717,1.3747513948517673,0.9943045537423925,1.373393849780733,0.5305556567916105,1.008236455184491,1.1130617141186554,1.2131532798388243,0.7706150414170657,33.7912224537689,5
93,Y,Avionics,f,5,1977,embedded,0.7300666193735699,0.957527382925648,0.8942408069808442,1.2975510303961455,1.158371396720327,0.8915562368973171,1.3215909475422891,1.2031153686354095,0.7250464549861868,1.1430930861754658,1.004831964666903,0.8268779995690334,1.2068164603136324,1.163339643891386,1.1210334097201624,71.93493405295877,6
69,Y,avionicsmonitoring,g,5,1978,semidetached,0.8052569970862237,1.2901262674127922,1.4782184156140414,1.202364472400549,1.2628424537882939,0.8364728622891044,1.2455103127629683,1.3034948929194956,1.15672396353034,1.3064228007710035,1.0808248666152176,0.5084348127713949,0.5218391984570873,0.7978072823586313,0.7288980002098915,138.62970501550168,5
60,slp,operatingsystem,g,6,1975,embedded,1.1895619818301468,1.2249307671783471,0.7836593861489155,1.285176111568426,1.476605201158001,0.8631950511529769,0.8554795065555558,1.102121375614578,1.166422224278151,1.3594676813765565,0.5741483760392992,0.8996192687225937,1.2124035053226376,0.6604690436631141,1.0576380877422502,334.53424836044996,7
31,X,batchdataprocessing,g,2,1982,semidetached,1.0921764194774117,1.1041236940996915,1.0166995852434866,1.2899551990399156,1.3095119671741098,0.7107929284091371,1.0655137120483427,1.213493752816119,0.8058277732392505,1.2218208882610153,1.0824320078095684,0.5478267055360356,0.9904287044058886,0.9467462417758286,0.8560979337260605,334.3744587656372,6
48,Y,missionplanning,g,5,1984,semidetached,0.7734597825611489,1.2509734299162647,1.5044756999579973,1.5062459617956065,1.5409249469372397,1.0904705106323558,1.3040559802556309,1.1946541382788116,0.7727575386017147,1.3456481000286127,0.9341830823944222,0.705946052068589,1.3679329992446898,1.3498857635343238,0.7058555372919035,492.63811232350287,8
69,Y,avionicsmonitoring,g,5,1978,semidetached,1.184498414924274,0.8423362201972854,1.5074548113051724,1.4063745414189655,1.0443891968109333,0.8209291140776551,0.7844174838765094,1.3561584242038425,1.3561854597761736,1.3465500510706117,0.5408165448313608,0.5770013748437095,0.7801003709809557,0.9338381322660847,1.1378666279327672,148.83734532715974,6
43,Y,application_ground,g,5,1982,semidetached,0.8277613804491397,1.1287501173073202,1.5540869252963616,1.0847578785886447,1.154044796838398,0.8298208835351741,1.1179318118348371,1.083879513068521,1.0000754610274414,1.2116982216142123,0.8434708363896495,0.819141078213677,0.6040453866603612,1.3209359080896337,1.0175020224038818,2876.5285527296096,9
7,de,avionicsmonitoring,g,2,1979,semidetached,1.1790561951111302,1.1952305702762858,1.116253303586579,1.2142930671117018,1.0454060861985939,0.8848452590672296,0.9218009152677478,1.1465837718265568,0.9494225859119774,1.2401432109632675,0.8262371215519653,0.9922471428022235,1.3348641934346601,1.1520685456129112,0.8182632673282185,35.347303325585806,5
66,Y,avionicsmonitoring,g,5,1977,embedded,1.2752909491362576,1.3453654969632851,1.037642068862588,1.4226595334570404,1.3481533380881772,0.7021764613453436,0.8574554156685608,1.0838167453574488,1.0961488609619767,1.227239353522345,0.7022931514224595,1.037096746855752,0.7833539488475778,0.52237560722582,0.857036146310136,154.6129838560126,6
34,X,avionicsmonitoring,g,2,1987,semidetached,0.827865892252948,1.2174905559157456,1.4902362303182473,1.2809955600742982,1.2815900499778818,1.0140198973603054,1.2585503515307317,1.101101450308501,0.8667864015190604,1.03835459935091,0.9348402314516122,1.0190113875606674,0.8260674833873249,1.1348374098831702,1.0454786320953258,101.91211551646722,6
9,gal,missionplanning,g,1,1980,semidetached,0.7130262883061181,0.9280687517818798,0.9106542510864865,1.4454962929628823,1.2833006861580272,0.721199519995656,1.1288867266316511,1.3789999017982157,0.9106382819269598,1.0683924414166992,0.5766856405046884,0.5970612836605168,0.6441934569668221,0.8649578989978377,0.9394014731059879,72.58099022362275,3
9,gal,missionplanning,g,1,1980,semidetached,0.7743469568275856,1.170936662184639,0.8059635706135739,1.3001057207396376,1.1079872954639376,0.7485946483463073,1.349543749692613,1.0905712471194682,0.9066502102843603,1.2287722837609878,0.5163263394647613,1.0748180767669386,0.9710176250835103,1.1187863555647235,0.8753870383425472,77.65678113031002,5
31,X,batchdataprocessing,g,2,1982,semidetached,0.8250656822667445,0.719199685186215,1.3424472579637512,1.4614893200791055,1.3418804852716901,1.1272238177756528,1.229676703687553,1.2578174368241968,0.7933053179853362,1.394455378090714,0.8254018230600668,0.6940985623579194,0.6941276309124618,0.6677103450510183,0.8878237918516151,309.7765046826038,6
9,gal,missionplanning,g,1,1980,semidetached,0.8906137341971407,1.1423907280553367,1.2678233904293459,1.0142409710968951,1.3864930421905983,0.9881659872468126,0.7920679493348757,1.0324797349159853,0.7267023124810726,1.0994406798364134,0.6813624198264376,0.7251536763027295,0.5878858772876544,1.180962445200492,1.0900177923222005,75.69156523781986,4
56,spl,datacapture,g,2,1979,semidetached,0.742290707162336,0.9286052546907413,0.9910167700123149,1.194237341631165,1.3309273546320248,0.9265852730116031,0.906456152818437,1.375852487774918,1.026665828334978,1.2329816680949448,0.9487922046248785,1.1038050549719043,1.1574300416902434,0.6170357863857766,0.7514836761443169,220.39809579512516,6
54,Y,missionplanning,g,5,1979,semidetached,1.049030781024951,0.7835428754212564,1.038620609141788,1.055595239347811,1.4868633282253287,0.9937028672127868,0.8731742003949545,1.2708876429273734,0.8164407659532755,1.008672491888633,0.5674779574105338,0.7473536215279327,0.8904228994451145,0.897939044747762,0.8892373751044005,223.11427643370513,5
49,Y,missionplanning,g,5,1980,semidetached,0.9642336562606929,0.8264766245274171,0.7938075350754379,1.2188566339800693,1.3800804245163145,1.0268147723421488,1.2789331336266225,1.195840498033691,1.2975954227988533,1.1052910830943996,0.5643197111757062,0.5704991651619857,1.0880687550089227,0.5130095641268555,0.7548105052740318,20.30987572654893,3
17,gal,missionplanning,g,1,1980,semidetached,0.863288474719095,1.3985708354616597,1.1551777085176331,1.0550149964223055,1.2550026503934757,0.9512063989504251,0.7580651549132819,1.0313502641713916,0.8855594124005497,1.2729974911233264,0.9625506231049661,0.6878081721156868,0.7486458268746511,0.5835903317577166,0.9482361531377209,156.69721034249358,5
70,Y,avionicsmonitoring,g,5,1979,semidetached,1.1276847800368064,1.2540754289686902,0.7393961248081461,1.0890560587069074,1.498919766568049,0.9752990163296402,0.8296670189201624,1.205962954138074,1.3928936986027494,1.1637645111340529,0.6747655799290182,0.7001743123445552,1.3315600832999337,0.8370004278488863,0.9025420804244642,144.59221218001207,6
19,gal,missionplanning,g,1,1983,semidetached,0.916705943747408,1.0019567717851459,0.88243629207349,1.4168706665554491,1.4842185094221099,1.048833888580412,1.3525242061049938,1.2216716789344901,0.8661406552709282,1.3568766817024116,0.784925785587116,0.5013227692860591,0.8676937407214258,1.072454368454101,1.0127126494854042,14.419395046598796,4
5,de,avionicsmonitoring,g,2,1979,semidetached,1.1571937507470451,1.1830670158075998,1.2004321621483793,1.0363406360975378,1.243286547262776,0.9515963899888533,1.0103085483925494,1.2893819793339323,1.209133055793305,1.152965298970016,0.7904635527698564,1.143733060109362,0.9635649258813863,0.5082292315293921,0.9064667283219857,100.32426102523975,6
35,X,avionicsmonitoring,g,2,1987,semidetached,0.9138268641900227,1.2260242754292134,1.374341948221229,1.5039323572076446,1.0434228558795158,1.0691636808920932,0.8261700042901249,1.1595097285097704,1.321849986299997,1.127463889974699,0.8814395351336941,0.8697079855720481,0.8162838277408069,1.023222771679282,0.7153119274342146,14.304160059634924,4
7,de,avionicsmonitoring,g,2,1979,semidetached,1.2181023867396565,0.9353604443106436,1.5666041681435356,1.1696557445710551,1.4744845692689492,1.0216969643679206,1.3976938493674156,1.0684532242076565,0.9084746708927125,1.3184166018713754,1.0318544248236532,0.5993164423906693,0.9624703640892696,0.6031171763262767,0.9058906173058889,36.05453907741322,5
62,Y,utility,g,5,1979,embedded,1.3911040799704355,0.8118093192313259,1.6201403990457315,1.3643502130997112,1.0786499623521615,0.7357841857015014,1.2934856707355884,1.077690953761961,0.8941775915259189,1.1240034751062413,0.7501324361795456,0.8671337095172298,0.8494838438852753,1.2637291241981927,0.9094584452805867,262.09530254511424,7
62,Y,utility,g,5,1979,embedded,1.0375556722023893,1.0753196228361896,1.1703370546897216,1.0210045901004734,1.4475407351046983,0.7452824613861967,1.0938597091139508,1.3729389394333125,1.0899047206221895,1.181721049508216,0.750306048741292,1.0193685703848525,1.1262882915521342,0.8399519156154052,1.0233793691482311,263.80734535653175,7
67,Y,avionicsmonitoring,g,5,1976,embedded,1.05085558952722,1.0168096594810778,1.5209103069067194,1.1845241217143456,1.3010952654054044,1.0151866018032984,0.8317353237995602,1.1100950287255638,0.7979685084243966,1.1077301445868815,1.1146186867602577,1.1184114286414002,1.2555606058094795,1.182767612939212,0.9922150217207935,354.8410814233263,8
91,Y,Avionics,f,5,1977,embedded,1.0809084542750274,1.0705340861325814,0.7416766270842058,1.5450362198098786,1.27222786115958,0.8420338223664089,1.2591488813212264,1.3813604455336406,1.1255836050838808,1.399172601572685,0.6503665271473122,0.8445457458850734,0.8118602616030284,0.6928379697407265,0.8789027765763618,162.62709379069796,6
37,X,monitor_control,g,2,1986,semidetached,0.8155362524564251,0.7477862389318173,0.7707513994287782,1.4791277153194529,1.1766932002390869,1.003503911418215,1.1600553718797355,1.2110920352334595,1.2399599773742873,1.033004101489113,0.8588361683962444,0.7012764115006798,1.2046545320231723,1.39352963742996,1.1353997420193895,12.447681941653165,4
79,Y,missionplanning,g,5,1984,embedded,1.1867275490858247,1.1272942888901074,1.1528718058882383,1.288775223628784,1.1303617984821028,0.8007573942594387,0.7500836300962427,1.3193229512731126,1.3155108517367966,1.1937903993371903,0.9965590003718923,0.8600209431801061,1.2443428970189836,1.3247031457493796,1.1318774815311383,59.77304964882112,6
