ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Resource,Dev.Type,Duration,N_effort,Effort
994,0,0,101,144,220,35,508,0,0,11.0,21.0,16.0,31.0,1,0,2.0,3242,327442
995,0,740,0,0,139,93,0,0,38,29.0,8.0,17.0,19.0,1,0,13.0,0,0
996,0,423,194,113,106,0,753,185,0,24.0,0.0,13.0,18.0,1,0,7.0,1493,921181
997,472,0,111,0,0,20,6,285,3,9.0,21.0,30.0,32.0,2,0,4.0,1297,756151
998,922,241,0,95,301,102,116,0,2,0.0,5.0,14.0,13.0,2,0,9.0,0,0
999,832,0,150,4,0,106,832,98,0,18.0,9.0,7.0,0.0,1,0,1.0,0,0
1000,137,0,477,0,0,51,0,0,20,0.0,12.0,18.0,15.0,3,0,10.0,3061,1879454
1001,889,0,394,91,305,19,0,275,0,11.0,38.0,27.0,4.0,1,0,15.0,0,0
1002,1133,163,460,206,0,0,0,98,22,0.0,0.0,0.0,9.0,3,0,5.0,6459,11342004
1003,0,71,0,57,0,38,1004,669,20,3.0,5.0,38.0,28.0,3,0,12.0,0,0
1004,2133,1084,398,0,338,0,0,370,208,0.0,15.0,6.0,5.0,0,0,12.0,7088,25623120
1005,963,43,147,67,209,163,1774,814,85,4.0,10.0,21.0,17.0,1,0,17.0,0,0
1006,1146,44,313,227,159,40,0,311,211,11.0,29.0,26.0,7.0,2,0,5.0,1483,2228949
1007,279,0,475,0,0,49,1634,0,27,0.0,25.0,14.0,5.0,2,0,7.0,11897,8970338
1008,0,182,603,121,518,0,262,0,0,8.0,0.0,12.0,1.0,1,0,9.0,2686,2108510
1009,2760,882,0,0,0,31,555,0,157,31.0,16.0,0.0,0.0,2,0,6.0,8365,30465330
1010,539,143,85,0,0,79,718,123,0,5.0,0.0,33.0,16.0,1,0,5.0,8384,6430528
1011,0,736,112,0,0,0,0,392,0,8.0,11.0,23.0,21.0,1,0,0.0,5004,4243392
1012,60,460,304,0,109,0,1032,184,0,20.0,14.0,8.0,15.0,0,0,18.0,0,0
1013,245,38,217,234,149,0,0,254,178,33.0,0.0,18.0,17.0,2,0,7.0,0,0
1014,1016,418,271,291,219,16,0,0,0,30.0,13.0,34.0,1.0,2,0,15.0,9314,15880370
1015,207,81,0,81,0,74,0,72,25,5.0,28.0,8.0,47.0,2,0,13.0,7057,2032416
1016,210,143,122,67,139,0,1348,97,102,12.0,2.0,9.0,30.0,0,0,9.0,5966,2833850
1017,730,579,172,130,379,0,768,0,150,11.0,17.0,23.0,11.0,1,0,7.0,15506,22964386
1018,142,291,478,168,0,21,595,239,121,22.0,0.0,0.0,15.0,3,0,14.0,0,0
1019,357,0,126,202,0,181,357,0,2,15.0,27.0,4.0,2.0,0,0,0.0,5838,2819754
1020,258,374,0,0,243,180,4,0,0,8.0,0.0,0.0,39.0,2,0,9.0,0,0
1021,610,872,111,99,62,63,850,0,26,19.0,8.0,41.0,0.0,1,0,5.0,14,22302
1022,831,0,20,52,0,225,252,469,114,13.0,14.0,22.0,6.0,1,0,3.0,7286,6200386
1023,0,650,91,89,377,48,0,0,27,23.0,27.0,39.0,29.0,2,0,8.0,0,0
1024,2490,690,8,0,102,20,499,78,0,0.0,0.0,18.0,0.0,3,0,5.0,5939,18933532
1025,1813,195,0,10,293,260,387,115,203,28.0,13.0,3.0,2.0,1,0,0.0,3785,7600280
1026,0,0,0,0,0,219,0,11,116,0.0,0.0,0.0,23.0,2,0,3.0,11139,0
1027,51,0,0,100,111,105,1151,281,0,15.0,0.0,9.0,27.0,0,0,4.0,1490,75990
1028,1269,1812,172,143,131,44,8,152,6,26.0,17.0,14.0,2.0,0,0,19.0,4561,14836933
1029,0,0,0,0,276,20,1981,347,0,3.0,39.0,0.0,0.0,1,0,11.0,0,0
1030,225,635,0,160,27,75,1051,259,71,33.0,11.0,28.0,35.0,2,0,13.0,1045,898700
1031,1987,1692,28,42,0,0,477,0,0,23.0,11.0,2.0,0.0,1,0,0.0,0,0
1032,1444,98,237,186,107,220,0,0,0,16.0,22.0,14.0,10.0,3,0,0.0,0,0
1033,589,0,256,0,278,131,1783,259,0,10.0,18.0,23.0,47.0,0,0,0.0,1596,1348620
1034,2145,0,204,178,0,56,0,397,0,0.0,8.0,16.0,30.0,3,0,0.0,6647,15613803
1035,0,740,261,42,206,0,0,0,0,0.0,5.0,44.0,26.0,3,0,3.0,15510,15525510
1036,1048,0,0,141,516,123,0,0,0,1.0,28.0,0.0,28.0,0,0,12.0,0,0
1037,1845,0,0,204,0,49,494,240,0,6.0,5.0,20.0,0.0,1,0,0.0,3240,5977800
1038,1996,347,189,121,0,146,0,69,5,9.0,21.0,34.0,16.0,0,0,13.0,0,0
1039,1592,684,476,80,104,24,0,0,23,20.0,1.0,0.0,0.0,2,0,7.0,7547,20769344
1040,357,124,0,286,144,132,132,502,153,16.0,3.0,28.0,29.0,1,0,0.0,1535,738335
1041,253,1080,239,175,264,131,1028,0,57,0.0,17.0,13.0,27.0,1,0,0.0,457,718404
1042,1911,193,466,64,41,0,0,221,0,15.0,4.0,5.0,49.0,1,0,4.0,0,0
1043,550,171,0,19,0,76,0,0,185,7.0,14.0,14.0,11.0,3,0,4.0,0,0
1044,0,0,267,92,0,198,1412,50,0,0.0,9.0,18.0,13.0,2,0,14.0,0,0
1045,2298,104,358,0,500,8,1042,159,0,11.0,9.0,14.0,19.0,1,0,0.0,4081,11263560
1046,705,775,20,127,0,82,1542,208,172,21.0,0.0,18.0,23.0,2,0,23.0,10997,16495500
1047,1721,722,31,266,364,51,1388,0,0,0.0,0.0,10.0,25.0,0,0,9.0,621,1536354
1048,2098,575,36,104,0,0,1011,0,0,15.0,10.0,26.0,30.0,2,0,11.0,8968,24294312
1049,2135,1345,187,13,221,99,0,244,0,35.0,0.0,18.0,3.0,1,0,3.0,7458,27348486
1050,0,363,169,0,566,0,1244,0,101,21.0,17.0,22.0,0.0,2,0,8.0,8206,4365592
1051,785,0,62,26,0,0,378,40,0,11.0,9.0,20.0,17.0,1,0,17.0,545,461615
1052,2001,241,151,126,0,0,387,23,110,0.0,0.0,23.0,20.0,1,0,19.0,5288,12654184
1053,1751,702,0,75,0,50,319,647,34,17.0,8.0,17.0,6.0,2,0,10.0,0,0
1054,448,316,532,116,0,0,245,319,0,23.0,44.0,21.0,20.0,1,0,13.0,11779,15265584
1055,1672,14,0,6,0,0,0,73,57,0.0,18.0,12.0,0.0,0,0,18.0,1615,2722890
1056,0,0,107,246,173,0,927,2,105,5.0,0.0,1.0,18.0,2,0,13.0,3805,407135
1057,0,0,0,0,62,0,474,0,0,10.0,0.0,23.0,9.0,2,0,11.0,2649,0
1058,512,236,158,92,0,119,755,0,28,16.0,17.0,16.0,11.0,2,0,14.0,8108,7345848
1059,0,362,75,92,185,0,0,149,0,25.0,0.0,22.0,7.0,3,0,21.0,12755,5573935
1060,2830,156,236,0,0,32,0,361,0,21.0,5.0,23.0,41.0,1,0,3.0,5617,18097974
1061,1672,413,342,66,112,107,405,0,0,0.0,31.0,7.0,38.0,2,0,7.0,4084,9911868
1062,760,0,12,0,204,0,74,468,0,0.0,17.0,35.0,30.0,3,0,6.0,0,0
1063,938,0,217,60,222,0,2011,217,0,11.0,0.0,28.0,0.0,2,0,6.0,3842,4437510
1064,0,765,291,61,0,164,0,0,98,10.0,35.0,12.0,20.0,0,0,12.0,0,0
1065,177,0,0,0,112,0,677,142,40,10.0,9.0,0.0,0.0,2,0,2.0,8981,1589637
1066,0,68,0,158,576,68,0,263,56,10.0,29.0,0.0,9.0,1,0,11.0,0,0
1067,0,0,181,0,0,81,135,140,10,12.0,0.0,19.0,22.0,1,0,8.0,3091,559471
1068,0,0,130,187,0,58,776,0,0,29.0,39.0,0.0,18.0,1,0,13.0,5254,683020
1069,0,279,86,4,0,0,1169,0,165,0.0,23.0,29.0,8.0,1,0,17.0,5982,2183430
1070,1001,293,0,121,0,164,474,0,127,9.0,16.0,7.0,0.0,0,0,1.0,8079,10454226
1071,2453,0,244,0,113,10,267,213,86,2.0,0.0,18.0,10.0,0,0,1.0,0,0
1072,0,0,0,151,447,0,678,0,0,20.0,21.0,28.0,7.0,1,0,6.0,5288,0
1073,352,0,84,70,0,10,1449,93,0,19.0,0.0,0.0,0.0,1,0,9.0,0,0
1074,1994,0,0,0,0,0,474,0,130,0.0,14.0,3.0,0.0,2,0,11.0,7676,15305944
1075,450,0,22,118,270,0,0,93,249,0.0,36.0,23.0,13.0,1,0,4.0,0,0
1076,0,0,0,64,0,0,279,179,252,9.0,6.0,0.0,15.0,1,0,3.0,14354,0
1077,0,607,321,79,126,39,516,315,0,9.0,17.0,14.0,41.0,2,0,6.0,4161,3861408
1078,0,249,353,113,55,0,0,325,0,14.0,10.0,15.0,2.0,2,0,5.0,0,0
1079,676,272,225,145,87,0,96,0,0,8.0,0.0,8.0,42.0,0,0,3.0,5603,6572319
1080,398,55,104,36,6,0,0,0,0,30.0,1.0,0.0,25.0,2,0,18.0,0,0
1081,0,964,87,233,309,0,0,168,0,0.0,22.0,0.0,11.0,1,0,5.0,0,0
1082,0,540,137,200,129,37,0,133,0,7.0,0.0,24.0,25.0,1,0,0.0,7584,5134368
1083,134,0,402,45,177,0,1510,359,53,24.0,5.0,19.0,30.0,1,0,19.0,16788,8998368
1084,988,0,0,0,204,131,522,0,2,9.0,15.0,25.0,0.0,2,0,9.0,0,0
1085,773,0,279,132,139,0,369,152,22,7.0,14.0,40.0,1.0,0,0,26.0,7267,7644884
1086,0,144,158,0,223,0,101,201,100,0.0,21.0,9.0,29.0,2,0,12.0,709,214118
1087,962,0,251,246,79,0,0,51,0,0.0,0.0,11.0,17.0,2,0,3.0,1170,1419210
1088,975,0,41,0,76,0,0,0,82,30.0,8.0,0.0,20.0,0,0,4.0,31,31496
1089,766,0,247,51,0,93,662,0,0,15.0,0.0,5.0,4.0,1,0,18.0,0,0
1090,231,0,318,79,0,192,2332,353,0,7.0,20.0,0.0,13.0,1,0,0.0,0,0
1091,1547,198,0,231,0,0,0,137,0,0.0,6.0,8.0,24.0,2,0,15.0,8339,14551555
1092,105,0,114,29,96,69,1443,227,89,8.0,0.0,3.0,34.0,2,0,5.0,0,0
1093,0,0,436,41,22,61,492,593,46,4.0,17.0,0.0,0.0,2,0,7.0,11327,4938572
1094,955,0,450,0,0,0,0,332,80,24.0,8.0,2.0,1.0,0,0,14.0,11405,16024025
1095,1267,0,0,0,206,95,0,0,0,0.0,0.0,3.0,13.0,0,0,18.0,0,0
1096,1053,678,232,29,36,5,1417,0,122,30.0,19.0,9.0,18.0,2,0,18.0,0,0
1097,889,0,225,50,0,32,2098,0,18,7.0,13.0,31.0,23.0,1,0,19.0,0,0
1098,0,0,362,163,9,20,1287,0,41,23.0,10.0,13.0,27.0,1,0,0.0,3653,1322386
1099,0,740,0,19,57,0,1311,259,0,0.0,14.0,31.0,8.0,2,0,8.0,2559,1893660
1100,1196,0,68,73,44,0,0,265,0,14.0,11.0,18.0,0.0,0,0,9.0,2070,2616480
1101,570,0,116,130,359,0,0,0,0,7.0,0.0,16.0,6.0,0,0,6.0,0,0
1102,1055,217,0,46,83,0,1231,105,34,0.0,12.0,20.0,6.0,1,0,10.0,4010,5100720
1103,471,0,29,12,340,87,285,164,57,25.0,14.0,21.0,0.0,2,0,16.0,6168,3084000
1104,1664,0,38,162,205,28,516,217,0,24.0,18.0,0.0,2.0,3,0,9.0,3436,5848072
1105,196,0,0,93,506,102,877,155,180,35.0,34.0,14.0,11.0,0,0,6.0,0,0
1106,268,0,17,80,330,0,280,0,41,13.0,9.0,9.0,3.0,0,0,9.0,16034,4569690
1107,852,1005,335,111,121,0,0,225,93,0.0,0.0,23.0,15.0,1,0,22.0,0,0
1108,361,555,154,72,84,0,585,0,0,24.0,12.0,23.0,0.0,1,0,0.0,2380,2546600
1109,0,1014,63,0,77,0,125,109,165,2.0,0.0,8.0,16.0,1,0,22.0,12621,13592817
1110,0,1313,0,130,74,173,0,181,0,0.0,9.0,16.0,0.0,0,0,6.0,0,0
1111,0,616,0,147,0,72,584,0,0,0.0,21.0,6.0,10.0,2,0,18.0,0,0
1112,0,84,230,62,106,0,1123,2,234,0.0,3.0,4.0,18.0,2,0,3.0,11945,3750730
1113,1820,0,0,0,238,0,963,0,121,6.0,20.0,19.0,7.0,1,0,13.0,0,0
1114,677,430,215,0,0,36,0,0,0,4.0,21.0,6.0,16.0,1,0,7.0,0,0
1115,251,1207,0,27,0,86,2191,281,0,33.0,26.0,33.0,28.0,1,0,15.0,0,0
1116,1181,1045,433,0,0,16,943,0,20,0.0,27.0,0.0,30.0,3,0,11.0,18086,48090674
1117,1171,0,0,149,320,0,184,291,55,17.0,3.0,24.0,27.0,1,0,18.0,8230,9637330
1118,0,110,267,0,188,42,238,0,0,14.0,9.0,14.0,11.0,1,0,2.0,0,0
1119,1574,0,431,203,86,0,1713,0,161,11.0,24.0,10.0,3.0,3,0,17.0,2475,4962375
1120,993,308,320,67,0,71,0,371,170,8.0,14.0,6.0,29.0,1,0,5.0,3982,6454822
1121,980,0,0,159,0,0,377,192,38,0.0,23.0,17.0,0.0,2,0,7.0,4868,4770640
1122,0,0,305,140,175,24,599,0,0,0.0,4.0,22.0,0.0,2,0,3.0,0,0
1123,603,703,15,37,31,0,0,438,0,5.0,29.0,41.0,19.0,0,0,10.0,0,0
1124,2334,0,128,0,186,81,0,4,18,10.0,6.0,0.0,20.0,2,0,0.0,6747,16611114
1125,1071,741,0,0,43,54,0,0,21,2.0,10.0,24.0,0.0,1,0,11.0,6789,12301668
1126,105,0,0,86,111,0,619,707,25,0.0,18.0,15.0,30.0,2,0,9.0,11344,1191120
1127,0,0,349,0,0,76,0,251,0,10.0,23.0,3.0,31.0,2,0,22.0,0,0
1128,1830,0,331,188,73,0,1738,593,49,0.0,13.0,26.0,36.0,2,0,0.0,4140,8946540
1129,0,235,4,110,372,100,748,0,0,0.0,7.0,5.0,24.0,1,0,19.0,0,0
1130,2290,226,230,224,307,42,1195,1,0,11.0,11.0,10.0,0.0,0,0,7.0,6390,17546940
1131,0,0,0,63,207,58,317,19,263,3.0,9.0,41.0,0.0,2,0,3.0,3281,0
1132,54,0,461,184,0,89,1535,329,0,16.0,6.0,17.0,28.0,0,0,7.0,0,0
1133,0,0,0,0,162,173,0,0,0,8.0,21.0,16.0,0.0,3,0,10.0,8255,0
1134,1546,0,98,18,0,113,805,0,119,29.0,2.0,17.0,9.0,1,0,7.0,0,0
1135,0,0,346,168,219,0,1705,445,80,6.0,2.0,0.0,27.0,1,0,14.0,4453,1540738
1136,1806,172,118,152,182,123,0,171,0,10.0,5.0,24.0,15.0,3,0,1.0,0,0
1137,387,281,0,86,3,182,367,0,143,2.0,15.0,0.0,21.0,2,0,8.0,8071,5391428
1138,0,0,173,173,0,34,0,0,0,7.0,0.0,18.0,0.0,2,0,5.0,16503,2855019
1139,1615,0,52,0,163,34,439,159,213,16.0,26.0,15.0,17.0,0,0,18.0,0,0
1140,1520,0,0,121,0,38,1068,41,0,17.0,15.0,0.0,0.0,1,0,15.0,1710,2599200
1141,0,205,0,245,0,0,42,0,23,21.0,11.0,19.0,16.0,0,0,15.0,0,0
1142,512,1106,70,141,0,106,1169,0,142,0.0,31.0,9.0,23.0,1,0,1.0,2169,3661272
1143,0,325,0,72,281,58,600,382,91,0.0,6.0,18.0,13.0,2,0,9.0,0,0
1144,92,0,181,0,233,138,1309,39,94,31.0,9.0,0.0,29.0,1,0,22.0,154,42042
1145,2618,0,0,191,327,0,362,268,0,0.0,15.0,37.0,16.0,1,0,6.0,3693,9668274
1146,0,6,208,0,337,0,288,85,0,43.0,3.0,14.0,13.0,1,0,2.0,11017,2357638
1147,1929,134,0,160,0,0,1285,279,190,36.0,0.0,0.0,32.0,1,0,0.0,4016,8285008
1148,935,471,89,0,0,1,1107,0,0,23.0,6.0,17.0,16.0,2,0,3.0,6619,9895405
1149,197,0,0,150,90,50,330,0,0,28.0,4.0,0.0,17.0,2,0,13.0,13419,2643543
1150,247,549,0,0,0,42,332,266,0,32.0,18.0,26.0,10.0,0,0,1.0,13415,10678340
1151,606,306,0,57,323,33,416,0,225,1.0,47.0,0.0,4.0,1,0,13.0,0,0
1152,0,0,0,67,327,93,0,27,0,4.0,12.0,0.0,2.0,1,0,15.0,14918,0
1153,0,412,145,0,430,15,0,0,124,20.0,32.0,12.0,20.0,1,0,6.0,11135,6202195
1154,302,158,229,17,0,58,440,0,17,1.0,18.0,12.0,33.0,1,0,18.0,0,0
1155,262,0,0,212,0,113,0,212,306,7.0,24.0,0.0,0.0,3,0,1.0,0,0
1156,1212,0,484,77,410,40,670,0,92,0.0,0.0,27.0,20.0,1,0,3.0,0,0
1157,0,0,0,0,127,38,331,0,132,1.0,0.0,15.0,4.0,2,0,17.0,7273,0
1158,98,294,348,63,0,33,1080,406,172,21.0,10.0,5.0,46.0,2,0,23.0,8731,6460940
1159,263,795,0,0,19,0,1164,188,0,0.0,30.0,2.0,7.0,1,0,2.0,3899,4125142
1160,0,840,376,0,0,57,933,0,197,16.0,6.0,1.0,23.0,2,0,0.0,10394,12639104
1161,230,542,0,11,79,53,1159,124,139,10.0,15.0,15.0,17.0,1,0,10.0,1413,1090836
1162,0,455,242,0,0,0,28,0,50,3.0,16.0,12.0,25.0,1,0,8.0,0,0
1163,1152,0,0,26,478,108,0,497,115,24.0,22.0,19.0,27.0,0,0,18.0,0,0
1164,520,0,0,242,0,112,0,102,20,10.0,0.0,9.0,5.0,2,0,0.0,4928,2562560
1165,1257,559,21,79,99,106,148,0,0,44.0,8.0,11.0,11.0,1,0,11.0,0,0
1166,0,348,0,57,106,63,755,0,0,0.0,2.0,14.0,17.0,2,0,5.0,12963,4511124
1167,63,107,338,75,0,82,1331,476,26,8.0,0.0,38.0,5.0,0,0,21.0,13744,6981952
1168,1078,409,0,161,195,136,118,10,0,12.0,0.0,11.0,9.0,1,0,2.0,8443,12554741
1169,0,582,0,168,206,0,589,372,43,22.0,15.0,2.0,21.0,2,0,2.0,0,0
1170,449,952,345,192,0,12,905,0,21,22.0,18.0,25.0,24.0,2,0,18.0,0,0
1171,1655,1027,335,30,340,0,841,0,287,10.0,0.0,0.0,4.0,1,0,12.0,547,1650299
1172,2869,0,536,121,37,0,0,44,95,11.0,26.0,20.0,40.0,1,0,2.0,11834,40294770
1173,0,0,0,68,116,0,1837,0,85,12.0,9.0,4.0,19.0,2,0,10.0,17889,0
1174,0,0,0,238,214,67,0,168,0,27.0,0.0,16.0,0.0,2,0,17.0,0,0
1175,1096,270,0,62,0,52,690,0,52,21.0,13.0,1.0,5.0,1,0,6.0,0,0
1176,1156,240,296,141,148,81,481,711,0,20.0,15.0,0.0,0.0,1,0,5.0,358,605736
1177,406,0,153,164,25,8,0,396,217,0.0,9.0,22.0,5.0,2,0,22.0,15760,8809840
1178,1638,0,0,0,303,50,845,0,71,8.0,9.0,16.0,11.0,1,0,16.0,86,140868
1179,2013,0,200,78,24,60,1215,119,0,15.0,14.0,36.0,15.0,2,0,6.0,12442,27534146
1180,498,65,0,70,351,24,0,24,0,30.0,5.0,0.0,19.0,2,0,15.0,3132,1763316
1181,532,743,48,140,20,81,0,285,0,33.0,3.0,20.0,0.0,0,0,13.0,7218,9549414
1182,844,115,360,208,198,0,0,386,6,13.0,5.0,15.0,30.0,2,0,17.0,0,0
1183,1631,518,391,211,140,0,0,29,238,17.0,20.0,0.0,12.0,2,0,2.0,4963,12606020
1184,834,675,0,199,87,115,0,214,0,30.0,0.0,3.0,2.0,1,0,15.0,6003,9058527
1185,1841,457,279,84,0,16,686,0,0,28.0,6.0,12.0,3.0,2,0,4.0,2501,6445077
1186,0,0,276,153,308,0,1234,0,0,19.0,24.0,0.0,3.0,1,0,10.0,11253,3105828
1187,0,0,91,10,0,80,768,0,0,0.0,8.0,10.0,20.0,1,0,7.0,9303,846573
1188,775,645,0,0,357,0,482,205,0,37.0,1.0,28.0,4.0,2,0,5.0,9636,13683120
1189,1317,791,656,184,0,53,431,179,0,12.0,4.0,26.0,13.0,1,0,5.0,6619,18294916
1190,722,0,375,76,11,56,0,455,0,12.0,22.0,13.0,15.0,1,0,19.0,0,0
1191,0,62,0,0,0,0,870,652,0,37.0,7.0,7.0,12.0,1,0,10.0,9017,559054
1192,2951,16,142,130,0,37,0,153,37,17.0,0.0,27.0,13.0,1,0,0.0,12070,37525630
1193,731,0,397,116,175,0,90,325,0,0.0,10.0,0.0,5.0,2,0,15.0,19787,22319736
1194,0,244,622,49,394,0,391,146,0,28.0,46.0,0.0,24.0,1,0,13.0,12497,10822402
1195,1418,371,268,40,0,0,686,211,0,11.0,11.0,17.0,3.0,2,0,5.0,5067,10422819
1196,1140,102,0,28,431,9,0,65,57,22.0,35.0,23.0,12.0,1,0,1.0,2693,3344706
1197,1104,0,229,0,271,0,711,83,102,0.0,1.0,24.0,9.0,2,0,4.0,6850,9131050
1198,0,152,0,172,103,0,1639,310,28,4.0,0.0,0.0,30.0,1,0,21.0,4202,638704
1199,3658,249,341,218,0,35,276,0,0,0.0,9.0,0.0,18.0,1,0,16.0,0,0
1200,788,617,112,219,36,122,0,518,0,10.0,0.0,0.0,13.0,1,0,10.0,2349,3563433
1201,2804,421,331,133,395,0,519,0,3,31.0,22.0,0.0,0.0,1,0,7.0,0,0
1202,0,64,224,0,167,88,621,0,80,3.0,28.0,30.0,26.0,1,0,0.0,0,0
1203,0,189,360,41,0,42,434,745,0,3.0,29.0,8.0,9.0,0,0,2.0,0,0
1204,0,0,473,0,80,28,525,0,75,5.0,16.0,28.0,5.0,2,0,20.0,4986,2358378
1205,69,0,223,59,146,57,244,310,0,2.0,15.0,19.0,20.0,2,0,0.0,8409,2455428
1206,3577,1650,0,134,194,0,0,318,8,18.0,0.0,0.0,0.0,2,0,0.0,16376,85597352
1207,1428,0,131,0,393,6,7,201,0,6.0,11.0,12.0,30.0,0,0,0.0,0,0
1208,0,687,0,94,51,9,752,0,52,10.0,0.0,0.0,12.0,1,0,6.0,0,0
1209,0,447,0,71,0,0,3,13,39,21.0,6.0,12.0,0.0,0,0,0.0,0,0
1210,367,0,107,0,173,43,996,0,64,28.0,4.0,43.0,0.0,1,0,14.0,0,0
1211,0,988,440,0,0,85,1529,150,90,19.0,13.0,6.0,28.0,3,0,7.0,725,1035300
1212,2481,1109,0,297,55,23,913,177,38,15.0,0.0,22.0,11.0,1,0,0.0,3170,11380300
1213,826,0,0,153,510,207,0,253,118,11.0,3.0,0.0,0.0,1,0,7.0,5703,4710678
1214,1225,0,167,0,209,0,0,0,48,12.0,9.0,14.0,15.0,1,0,15.0,0,0
1215,0,325,174,100,178,39,1403,780,178,16.0,21.0,14.0,16.0,1,0,5.0,0,0
1216,0,142,245,0,58,117,254,294,0,2.0,18.0,21.0,12.0,2,0,15.0,1253,484911
1217,0,141,0,0,0,177,0,115,0,18.0,0.0,0.0,8.0,3,0,9.0,0,0
1218,745,1218,0,30,385,46,462,32,62,11.0,28.0,16.0,4.0,2,0,8.0,12050,23654150
1219,0,311,0,76,4,182,305,126,10,10.0,15.0,22.0,19.0,2,0,17.0,0,0
1220,1103,1421,87,0,220,0,0,102,385,22.0,0.0,0.0,0.0,1,0,9.0,1231,3214141
1221,1852,688,253,0,371,63,0,248,0,6.0,0.0,7.0,8.0,2,0,10.0,4609,12872937
1222,0,424,0,0,618,167,0,377,24,29.0,17.0,24.0,16.0,2,0,0.0,0,0
1223,0,0,12,0,207,0,250,0,0,6.0,14.0,10.0,34.0,1,0,8.0,9008,108096
1224,1154,0,0,0,333,37,2145,446,0,10.0,15.0,9.0,17.0,1,0,17.0,0,0
1225,575,0,0,130,24,28,950,0,19,16.0,10.0,17.0,1.0,1,0,20.0,4992,2870400
1226,390,0,145,258,259,0,0,203,206,37.0,11.0,4.0,38.0,3,0,2.0,15203,8133605
1227,447,475,56,4,220,174,0,237,0,25.0,4.0,25.0,10.0,2,0,3.0,3263,3191214
1228,862,21,0,54,0,115,149,0,0,9.0,1.0,29.0,9.0,1,0,8.0,2315,2044145
1229,0,0,341,54,0,7,0,594,142,13.0,1.0,42.0,0.0,1,0,10.0,9118,3109238
1230,0,411,413,125,1,50,749,0,163,0.0,20.0,29.0,0.0,3,0,1.0,4846,3993104
1231,0,0,54,0,283,0,1199,390,0,0.0,0.0,0.0,19.0,1,0,20.0,10512,567648
1232,1265,0,53,0,0,154,0,437,108,0.0,0.0,18.0,0.0,2,0,7.0,7279,9593722
1233,0,0,0,0,531,30,1279,0,0,22.0,21.0,9.0,7.0,1,0,6.0,1231,0
1234,572,0,198,8,442,93,507,0,0,23.0,13.0,21.0,23.0,1,0,4.0,4411,3396470
1235,1495,0,215,59,112,60,227,0,0,22.0,14.0,46.0,9.0,2,0,4.0,8709,14892390
1236,0,0,0,0,0,0,0,45,0,19.0,11.0,4.0,13.0,0,0,4.0,0,0
1237,476,0,0,203,0,46,0,0,51,0.0,3.0,13.0,25.0,2,0,9.0,14445,6875820
1238,0,0,0,187,0,63,0,430,23,0.0,0.0,28.0,11.0,1,0,9.0,7575,0
1239,15,0,78,0,0,0,0,0,0,0.0,7.0,8.0,25.0,0,0,9.0,5778,537354
1240,579,366,27,10,0,60,0,0,2,26.0,21.0,31.0,20.0,1,0,11.0,2029,1972188
1241,0,0,317,135,0,81,0,428,23,12.0,4.0,23.0,15.0,1,0,9.0,331,104927
1242,0,502,178,205,543,66,0,444,108,17.0,13.0,49.0,15.0,1,0,6.0,3885,2641800
1243,0,111,12,51,380,138,1052,61,0,15.0,2.0,18.0,5.0,2,0,15.0,18304,2251392
1244,0,0,176,0,45,205,317,303,70,0.0,0.0,33.0,21.0,0,0,0.0,0,0
1245,2125,1191,4,0,452,0,0,0,44,0.0,22.0,25.0,32.0,1,0,2.0,15806,52475920
1246,2095,311,270,126,0,24,0,662,8,19.0,9.0,4.0,30.0,3,0,0.0,0,0
1247,2435,347,66,0,61,36,0,0,0,0.0,10.0,0.0,0.0,1,0,12.0,0,0
1248,517,48,61,0,0,0,1221,0,0,18.0,7.0,26.0,11.0,1,0,4.0,0,0
1249,0,0,284,111,12,0,795,0,18,3.0,0.0,22.0,23.0,1,0,15.0,2764,784976
1250,0,0,247,40,260,0,0,625,58,17.0,20.0,48.0,5.0,2,0,1.0,11774,2908178
1251,1297,1096,23,54,0,53,274,184,87,28.0,14.0,29.0,29.0,2,0,2.0,6218,15022688
1252,1160,214,0,0,0,110,0,0,74,20.0,0.0,8.0,22.0,1,0,9.0,1580,2170920
1253,148,0,172,0,212,74,1223,83,62,27.0,0.0,2.0,24.0,1,0,9.0,8505,2721600
1254,13,1102,0,58,0,77,143,628,156,0.0,20.0,41.0,6.0,1,0,15.0,5695,6349925
1255,963,856,0,0,370,0,0,244,216,0.0,14.0,17.0,5.0,3,0,17.0,0,0
1256,1713,395,3,0,0,173,1247,460,0,0.0,26.0,28.0,19.0,2,0,18.0,8348,17622628
1257,1544,589,149,128,251,71,0,0,0,18.0,16.0,0.0,1.0,2,0,21.0,2393,5460826
1258,251,658,439,125,239,26,0,406,0,0.0,4.0,7.0,7.0,1,0,6.0,16825,22680100
1259,1425,0,607,0,0,154,1418,306,0,0.0,0.0,38.0,21.0,1,0,8.0,10591,21520912
1260,786,212,54,49,24,114,560,302,0,5.0,14.0,34.0,0.0,2,0,0.0,12651,13308852
1261,2049,938,191,172,20,115,1379,65,51,0.0,0.0,29.0,20.0,2,0,0.0,0,0
1262,561,247,14,11,92,50,308,144,0,21.0,17.0,8.0,0.0,1,0,8.0,2476,2035272
1263,0,717,428,25,0,56,777,0,0,11.0,22.0,15.0,6.0,2,0,14.0,8255,9451975
