ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Resource,Dev.Type,Duration,N_effort,Effort
3139,125,51,9,33,22,0,20,84,11,18.6,20.2,22.4,24.4,1,0,3.0,3138,2615
3140,67,32,5,16,7,0,25,35,0,25.4,28.4,30.6,34.2,1,0,7.0,5277,4398
3141,68,21,12,19,15,0,11,56,0,37.1,37.6,44.7,45.3,1,0,4.0,5978,4982
3142,104,32,5,40,28,10,115,0,0,3.3,2.9,4.9,4.5,4,0,2.0,1364,1137
3143,316,14,118,14,155,0,139,151,11,8.2,8.6,8.2,8.6,2,0,8.0,1960,1633
3144,615,546,0,74,7,0,627,0,0,1.5,1.5,1.5,1.5,2,0,8.0,3093,2578
3145,380,67,103,77,98,20,365,0,0,8.7,9.1,10.5,11.0,1,0,9.0,4104,3420
3146,25,14,0,4,7,0,22,0,3,23.2,23.2,23.2,23.2,1,0,6.0,3487,2906
3147,1402,328,804,187,49,63,1431,0,0,12.6,12.3,12.3,12.0,1,0,23.0,16817,14015
3148,59,36,21,0,0,0,6,51,0,11.3,11.7,13.6,14.1,1,0,8.0,1416,1180
3149,362,152,68,41,72,15,348,0,0,19.6,20.4,23.6,24.5,1,0,6.0,5104,4253
3150,58,26,29,3,0,0,22,36,0,11.9,11.9,14.4,14.4,1,0,5.0,1167,973
3151,1810,349,423,377,457,10,1616,0,0,16.2,18.2,16.2,18.2,3,0,35.0,20825,17354
3152,235,78,10,123,68,0,13,82,184,4.0,3.4,4.8,4.0,1,0,9.0,1099,916
3153,56,24,0,9,14,0,47,0,0,7.9,9.4,7.9,9.4,2,0,6.0,1658,1381
3154,59,30,11,3,21,0,65,0,0,9.6,8.7,11.6,10.5,1,0,3.0,94,78
3155,131,30,33,18,35,12,128,0,0,37.8,38.6,45.5,46.6,1,0,13.0,8110,6759
3156,56,19,5,16,10,0,29,21,0,22.3,24.9,26.8,30.0,1,0,5.0,4370,3641
3157,51,12,27,0,0,7,7,39,0,6.6,7.3,6.6,7.3,1,0,3.0,241,201
3158,187,72,32,10,44,5,4,159,0,73.5,84.4,84.5,97.0,2,0,3.0,17324,14437
3159,129,19,93,3,10,30,0,155,0,4.9,4.1,4.9,4.1,2,0,15.0,1646,1371
3160,252,0,109,143,0,0,109,143,0,27.1,27.1,27.1,27.1,2,0,11.0,8232,6860
3161,58,15,0,19,22,0,26,30,0,43.4,44.9,52.2,54.1,1,0,8.0,8112,6760
3162,148,12,49,36,28,15,140,0,0,23.2,24.6,28.0,29.6,1,0,3.0,4876,4064
3163,168,84,7,45,40,22,198,0,0,27.5,23.3,27.5,23.3,2,0,12.0,5512,4594
3164,354,48,34,174,73,25,354,0,0,16.5,16.5,16.5,16.5,1,0,10.0,6722,5602
3165,2143,219,657,3,485,437,1801,0,0,20.2,24.0,24.3,29.0,1,0,7.0,21629,18024
3166,286,45,156,27,37,0,265,0,0,5.1,5.5,5.1,5.5,1,0,6.0,2299,1916
3167,1402,328,804,187,49,63,1431,0,0,12.6,12.3,12.3,12.0,1,0,23.0,16817,14015
3168,1243,555,15,245,394,10,1219,0,0,9.2,9.4,11.1,11.4,1,0,9.0,7875,6562
3169,66,27,14,6,17,0,42,22,0,27.5,28.4,33.2,34.2,1,0,2.0,4063,3386
3170,106,21,76,6,0,0,7,96,0,23.1,23.7,27.8,28.6,1,0,2.0,3418,2848
3171,769,265,195,235,52,0,178,557,12,16.3,16.8,16.3,16.8,1,0,8.0,6741,5618
3172,1703,186,463,0,516,316,1481,0,0,5.0,5.8,5.0,5.8,3,0,8.0,13443,11203
3173,179,85,0,49,59,0,193,0,0,26.4,24.5,31.8,29.5,1,0,4.0,3803,3169
3174,506,54,161,43,173,80,511,0,0,6.9,6.8,6.9,6.8,1,0,9.0,4409,3674
3175,826,255,295,72,157,0,779,0,0,6.5,6.9,6.5,6.9,1,0,42.0,9829,8191
3176,2323,804,332,0,947,240,636,1552,135,1.7,1.7,1.7,1.7,2,0,6.0,730,608
3177,1106,410,267,108,152,25,962,0,0,15.0,17.2,17.2,19.8,2,0,20.0,12195,10162
3178,1168,516,240,176,314,10,1256,0,0,1.3,1.2,1.3,1.2,3,0,8.0,7282,6068
3179,52,13,17,6,10,5,20,16,15,26.1,26.6,31.5,32.1,1,0,2.0,3743,3119
3180,195,57,32,12,140,0,241,0,0,9.2,7.4,11.0,8.9,1,0,9.0,531,443
3181,306,51,105,0,105,45,306,0,0,6.8,6.8,6.8,6.8,2,0,24.0,4731,3942
3182,73,9,61,3,0,0,73,0,0,19.2,19.2,19.2,19.2,1,0,8.0,3519,2932
3183,128,49,15,25,31,0,120,0,0,12.8,13.7,14.8,15.8,2,0,2.0,2464,2053
3184,166,126,0,38,0,0,0,164,0,17.9,18.1,21.6,21.8,1,0,13.0,3303,2753
3185,72,23,25,7,17,0,55,17,0,6.8,6.8,6.8,6.8,1,0,7.0,633,527
3186,256,69,198,0,0,5,272,0,0,11.5,10.8,11.5,10.8,2,0,19.0,5088,4240
3187,670,346,97,122,79,0,146,498,0,8.6,8.9,10.4,10.8,1,0,6.0,2453,2044
3188,1894,187,1241,143,156,10,966,696,75,2.1,2.3,2.1,2.3,2,0,12.0,13422,11185
3189,100,61,0,0,0,42,28,75,0,9.3,9.0,11.2,10.9,1,0,12.0,1687,1406
3190,213,102,63,6,28,0,186,13,0,11.9,12.7,14.3,15.3,1,0,10.0,2985,2487
3191,260,9,4,3,193,41,51,138,61,16.0,16.6,16.0,16.6,2,0,17.0,3856,3213
3192,363,169,23,115,42,0,82,267,0,9.5,9.8,11.4,11.8,1,0,5.0,2228,1856
3193,17,12,5,0,0,0,17,0,0,44.8,44.8,44.8,44.8,1,0,11.0,8279,6899
3194,38,30,0,8,0,0,32,0,6,6.5,6.5,6.5,6.5,1,0,4.0,108,90
3195,194,48,47,28,27,35,185,0,0,7.4,7.8,7.4,7.8,2,0,8.0,2980,2483
3196,184,53,21,43,38,15,170,0,0,16.0,17.4,18.4,20.0,2,0,4.0,4234,3529
3197,813,27,677,34,0,100,18,820,0,2.0,1.9,2.0,1.9,2,0,9.0,4646,3872
3198,185,36,14,50,32,10,142,0,0,34.7,45.2,34.7,45.2,1,0,16.0,11687,9739
3199,329,324,68,14,0,0,206,73,127,6.6,5.4,6.6,5.4,2,0,8.0,1361,1134
3200,9,0,10,0,0,0,5,5,0,26.6,23.9,26.6,23.9,1,0,2.0,2809,2341
3201,1362,579,291,171,378,0,1419,0,0,2.3,2.3,2.3,2.3,3,0,11.0,8491,7076
3202,273,103,183,15,17,0,318,0,0,1.9,1.7,1.9,1.7,3,0,5.0,2217,1848
3203,51,42,0,14,0,0,20,36,0,7.6,6.9,9.1,8.3,1,0,12.0,843,703
3204,965,433,234,148,245,0,1060,0,0,3.8,3.4,4.1,3.7,1,0,30.0,8109,6757
3205,132,56,0,27,38,7,128,0,0,9.0,9.3,10.8,11.2,1,0,8.0,1727,1439
3206,70,28,4,15,21,0,39,29,0,8.8,9.1,10.6,10.9,1,0,5.0,708,590
3207,280,161,91,0,10,0,262,0,0,5.1,5.4,5.1,5.4,4,0,7.0,3168,2640
3208,79,16,34,0,28,10,81,7,0,45.4,40.7,54.7,49.1,1,0,5.0,5670,4725
3209,758,116,312,132,30,58,648,0,0,6.1,7.1,6.1,7.1,1,0,15.0,9142,7618
3210,374,170,4,88,126,10,398,0,0,0.8,0.8,1.0,0.9,1,0,2.0,703,586
3211,73,43,10,4,15,0,6,66,0,16.6,16.8,20.0,20.3,1,0,3.0,1659,1383
3212,2323,804,332,0,947,240,636,1552,135,1.7,1.7,1.7,1.7,2,0,6.0,730,608
3213,1093,392,119,235,166,47,959,0,0,6.6,7.6,6.6,7.6,1,0,11.0,9655,8045
3214,813,27,677,34,0,100,18,820,0,2.0,1.9,2.0,1.9,2,0,9.0,4646,3872
3215,605,155,231,91,105,0,582,0,0,2.8,2.9,3.4,3.5,1,0,8.0,4284,3570
3216,258,34,89,6,63,49,241,0,0,2.9,3.1,2.9,3.1,1,0,12.0,2224,1853
3217,458,202,66,75,115,0,458,0,0,2.0,2.0,2.0,2.0,1,0,16.0,3100,2584
3218,1256,270,121,450,90,50,981,0,0,23.0,29.4,41.0,52.5,1,0,28.0,23362,19468
3219,218,28,118,44,0,10,91,109,0,31.0,33.8,37.4,40.8,1,0,8.0,7867,6556
3220,753,289,13,0,363,7,672,0,0,5.7,6.4,5.7,6.4,1,0,12.0,2481,2068
3221,250,28,92,57,0,30,164,43,0,7.1,8.6,7.1,8.6,2,0,8.0,4103,3419
3222,131,30,33,18,35,12,128,0,0,37.8,38.6,45.5,46.6,1,0,13.0,8110,6759
3223,106,21,76,6,0,0,7,96,0,23.1,23.7,27.8,28.6,1,0,2.0,3418,2848
3224,67,10,18,31,0,0,0,59,0,57.5,65.3,69.3,78.7,1,0,2.0,12978,10815
3225,285,48,187,15,35,25,310,0,0,4.4,4.0,4.4,4.0,2,0,7.0,2778,2315
3226,151,40,54,15,21,0,111,19,0,7.2,8.3,8.2,9.5,2,0,3.0,1804,1503
3227,66,27,14,6,17,0,42,22,0,27.5,28.4,33.2,34.2,1,0,2.0,4063,3386
3228,277,48,110,47,49,0,84,170,0,4.6,5.0,4.6,5.0,2,0,19.0,3214,2679
3229,373,129,96,21,105,50,389,12,0,6.4,6.0,6.4,6.0,2,0,10.0,3326,2772
3230,116,0,23,58,14,20,81,34,0,10.7,10.8,12.9,13.0,1,0,6.0,2345,1954
3231,1402,328,804,187,49,63,1431,0,0,12.6,12.3,12.3,12.0,1,0,23.0,16817,14015
3232,52,39,7,0,0,0,0,46,0,64.8,73.3,78.1,88.3,1,0,7.0,14660,12217
3233,579,215,81,109,112,0,517,0,0,1.4,1.5,1.4,1.5,1,0,7.0,3226,2688
3234,777,287,159,38,147,45,676,0,0,19.4,22.2,22.2,25.6,2,0,13.0,9760,8133
3235,249,126,4,98,21,0,58,191,0,18.3,18.3,18.3,18.3,1,0,9.0,4025,3354
3236,56,50,0,3,0,0,0,53,0,8.0,8.5,9.6,10.2,1,0,2.0,29,24
3237,1634,625,387,223,399,0,1634,0,0,4.3,4.3,4.3,4.3,2,0,12.0,10958,9132
3238,1092,356,84,170,669,21,1300,0,0,4.0,3.4,4.9,4.1,1,0,13.0,4029,3358
3239,869,288,300,116,230,0,934,0,0,2.4,2.2,2.4,2.2,3,0,6.0,5921,4934
3240,229,88,5,0,17,131,241,0,0,11.0,10.5,12.7,12.0,2,0,5.0,3628,3023
3241,617,184,136,103,133,0,377,179,0,5.1,5.7,6.1,6.8,1,0,7.0,3442,2869
3242,477,235,117,89,46,10,172,218,107,5.7,5.5,5.7,5.5,1,0,6.0,2122,1769
3243,73,18,14,8,44,0,40,44,0,15.4,13.3,18.5,16.1,1,0,6.0,894,745
3244,615,546,0,74,7,0,627,0,0,1.5,1.5,1.5,1.5,2,0,8.0,3093,2578
3245,173,0,78,10,17,72,177,0,0,50.4,49.2,60.7,59.3,1,0,12.0,10659,8882
3246,869,288,300,116,230,0,934,0,0,2.4,2.2,2.4,2.2,3,0,6.0,5921,4934
3247,245,105,28,18,58,0,19,190,0,14.4,16.9,14.4,16.9,1,0,13.0,3380,2816
3248,199,104,7,77,0,0,0,188,0,4.7,5.0,5.7,6.0,1,0,8.0,947,789
3249,65,0,64,0,0,0,54,10,0,7.7,7.9,9.3,9.5,1,0,2.0,452,377
3250,71,21,21,4,14,5,25,40,0,14.0,15.3,16.9,18.5,1,0,4.0,2044,1703
3251,85,12,44,0,24,0,12,68,0,12.2,13.0,14.7,15.7,1,0,4.0,1364,1137
3252,38,30,0,8,0,0,32,0,6,6.5,6.5,6.5,6.5,1,0,4.0,108,90
3253,213,102,63,6,28,0,186,13,0,11.9,12.7,14.3,15.3,1,0,10.0,2985,2487
3254,175,22,53,0,100,0,59,116,0,3.4,3.4,3.4,3.4,2,0,7.0,38,32
3255,321,168,46,9,77,15,315,0,0,3.4,3.4,3.4,3.4,4,0,11.0,3101,2584
3256,253,56,149,0,24,24,76,177,0,6.7,6.7,6.7,6.7,1,0,7.0,1379,1149
3257,1355,535,428,58,224,10,1255,0,0,5.5,6.0,5.5,6.0,1,0,26.0,10363,8636
3258,379,159,29,57,119,15,379,0,0,6.3,6.3,6.3,6.3,1,0,7.0,2306,1922
3259,617,184,136,103,133,0,377,179,0,5.1,5.7,6.1,6.8,1,0,7.0,3442,2869
3260,177,24,79,6,42,60,211,0,0,16.0,13.4,16.0,13.4,2,0,17.0,4751,3959
3261,329,324,68,14,0,0,206,73,127,6.6,5.4,6.6,5.4,2,0,8.0,1361,1134
3262,406,209,36,125,20,0,102,288,0,13.9,14.5,16.7,17.4,1,0,7.0,3741,3118
3263,1437,920,154,41,203,0,1318,0,0,3.4,3.7,3.4,3.7,4,0,18.0,8755,7296
3264,103,45,4,27,29,0,105,0,0,13.6,13.3,13.6,13.3,2,0,7.0,2708,2256
3265,187,23,65,17,91,5,201,0,0,3.0,2.8,3.6,3.4,1,0,6.0,325,271
3266,327,64,142,21,0,100,327,0,0,7.8,7.8,7.8,7.8,2,0,16.0,5844,4870
3267,128,45,0,68,0,15,128,0,0,25.8,25.8,56.1,56.1,1,0,10.0,4677,3898
3268,362,152,68,41,72,15,348,0,0,19.6,20.4,23.6,24.5,1,0,6.0,5104,4253
3269,615,546,0,74,7,0,627,0,0,1.5,1.5,1.5,1.5,2,0,8.0,3093,2578
3270,1186,422,306,109,168,230,1235,0,0,3.1,3.0,3.1,3.0,3,0,9.0,11057,9214
3271,469,71,170,15,67,96,419,0,0,6.8,7.6,8.2,9.2,1,0,11.0,5277,4397
3272,1222,503,333,173,150,5,1164,0,0,4.7,5.0,4.7,5.0,1,0,20.0,10225,8521
3273,249,47,26,80,84,0,237,0,0,15.3,16.0,15.3,16.0,2,0,9.0,4875,4063
3274,587,108,119,94,203,0,524,0,0,6.4,7.2,6.4,7.2,3,0,15.0,6061,5051
3275,465,209,129,24,83,15,460,0,0,21.9,22.2,21.9,22.2,1,0,9.0,6295,5246
3276,450,112,145,59,105,0,356,58,7,13.6,14.6,13.6,14.6,1,0,7.0,4679,3899
3277,1908,401,1216,155,107,10,1889,0,0,14.2,14.3,14.2,14.3,3,0,48.0,24291,20243
3278,110,30,66,0,7,0,18,85,0,12.4,13.2,12.4,13.2,1,0,2.0,1380,1150
3279,73,40,0,12,10,0,0,62,0,50.3,59.3,60.7,71.4,1,0,7.0,12202,10169
3280,303,0,266,0,0,25,0,291,0,1.1,1.1,1.3,1.4,1,0,1.0,92,77
3281,59,0,55,0,0,0,11,11,33,83.8,89.9,101.0,108.3,1,0,6.0,17505,14587
3282,254,90,39,3,117,0,119,100,30,15.3,15.6,15.3,15.6,2,0,11.0,3125,2604
3283,166,126,0,38,0,0,0,164,0,17.9,18.1,21.6,21.8,1,0,13.0,3303,2753
3284,813,27,677,34,0,100,18,820,0,2.0,1.9,2.0,1.9,2,0,9.0,4646,3872
3285,497,122,28,113,273,10,454,92,0,4.8,4.3,4.8,4.3,2,0,8.0,2406,2005
3286,213,102,63,6,28,0,186,13,0,11.9,12.7,14.3,15.3,1,0,10.0,2985,2487
3287,237,114,11,44,42,0,181,30,0,13.5,15.2,16.3,18.3,1,0,9.0,3719,3099
3288,183,60,21,29,71,0,181,0,0,8.3,8.4,10.0,10.1,1,0,6.0,1351,1126
3289,1093,392,119,235,166,47,959,0,0,6.6,7.6,6.6,7.6,1,0,11.0,9655,8045
3290,56,50,0,3,0,0,0,53,0,8.0,8.5,9.6,10.2,1,0,2.0,29,24
3291,71,21,21,4,14,5,25,40,0,14.0,15.3,16.9,18.5,1,0,4.0,2044,1703
3292,297,150,7,132,0,0,13,264,12,5.2,5.4,5.2,5.4,1,0,6.0,1560,1300
3293,70,28,4,15,21,0,39,29,0,8.8,9.1,10.6,10.9,1,0,5.0,708,590
3294,184,53,21,43,38,15,170,0,0,16.0,17.4,18.4,20.0,2,0,4.0,4234,3529
3295,325,106,49,31,80,12,136,142,0,26.7,31.2,32.1,37.5,1,0,6.0,6884,5736
3296,1059,299,234,144,217,60,954,0,0,21.6,24.0,24.9,27.6,2,0,17.0,13384,11154
3297,235,78,10,123,68,0,13,82,184,4.0,3.4,4.8,4.0,1,0,9.0,1099,916
3298,245,105,28,18,58,0,19,190,0,14.4,16.9,14.4,16.9,1,0,13.0,3380,2816
3299,97,21,41,0,49,15,16,100,10,7.5,5.8,7.5,5.8,2,0,9.0,588,490
3300,183,60,21,29,71,0,181,0,0,8.3,8.4,10.0,10.1,1,0,6.0,1351,1126
3301,71,21,21,4,14,5,25,40,0,14.0,15.3,16.9,18.5,1,0,4.0,2044,1703
3302,5684,2221,454,820,1137,311,4943,0,0,3.7,4.3,3.7,4.3,1,0,37.0,41047,34205
3303,195,57,32,12,140,0,241,0,0,9.2,7.4,11.0,8.9,1,0,9.0,531,443
3304,73,43,10,4,15,0,6,66,0,16.6,16.8,20.0,20.3,1,0,3.0,1659,1383
3305,182,30,59,39,29,0,0,157,0,5.5,6.4,6.6,7.7,1,0,5.0,849,708
3306,1241,575,45,319,301,0,1240,0,0,8.2,8.2,8.2,8.2,1,0,15.0,9820,8183
3307,321,168,46,9,77,15,315,0,0,3.4,3.4,3.4,3.4,4,0,11.0,3101,2584
3308,274,70,123,57,28,30,308,0,0,4.3,3.8,4.3,3.8,2,0,4.0,2641,2201
3309,134,42,11,32,35,14,134,0,0,2.1,2.1,2.6,2.6,1,0,8.0,536,447
3310,72,23,25,7,17,0,55,17,0,6.8,6.8,6.8,6.8,1,0,7.0,633,527
3311,1241,575,45,319,301,0,1240,0,0,8.2,8.2,8.2,8.2,1,0,15.0,9820,8183
3312,131,30,33,18,35,12,128,0,0,37.8,38.6,45.5,46.6,1,0,13.0,8110,6759
3313,78,24,24,9,21,0,78,0,0,12.5,12.5,13.9,13.9,1,0,4.0,1464,1220
3314,297,150,7,132,0,0,13,264,12,5.2,5.4,5.2,5.4,1,0,6.0,1560,1300
3315,465,48,162,0,196,37,443,0,0,4.3,4.5,5.2,5.5,1,0,4.0,2013,1678
3316,3331,1049,519,399,595,360,2922,0,0,14.7,16.8,14.7,16.8,4,0,42.0,33304,27753
3317,617,184,136,103,133,0,377,179,0,5.1,5.7,6.1,6.8,1,0,7.0,3442,2869
3318,268,73,105,0,70,0,248,0,0,17.9,19.4,20.6,22.2,2,0,8.0,4886,4072
3319,135,60,17,0,70,0,0,147,0,4.9,4.5,4.9,4.5,2,0,15.0,670,558
3320,292,93,0,194,20,0,0,307,0,10.3,9.8,12.4,11.7,1,0,13.0,3467,2889
3321,492,114,97,157,49,75,248,244,0,8.5,8.5,8.5,8.5,1,0,11.0,5364,4470
3322,306,51,105,0,105,45,306,0,0,6.8,6.8,6.8,6.8,2,0,24.0,4731,3942
3323,587,108,119,94,203,0,524,0,0,6.4,7.2,6.4,7.2,3,0,15.0,6061,5051
3324,187,23,65,17,91,5,201,0,0,3.0,2.8,3.6,3.4,1,0,6.0,325,271
3325,75,23,0,30,27,14,94,0,0,9.6,7.7,9.6,7.7,1,0,6.0,874,728
3326,820,460,98,199,175,0,685,212,35,3.1,2.7,3.1,2.7,4,0,11.0,5697,4747
3327,189,39,112,3,28,0,0,182,0,3.0,3.1,3.0,3.1,2,0,15.0,1341,1117
3328,173,0,78,10,17,72,177,0,0,50.4,49.2,60.7,59.3,1,0,12.0,10659,8882
3329,75,30,5,19,21,0,40,35,0,49.0,49.0,59.1,59.1,1,0,8.0,8515,7096
3330,25,14,0,4,7,0,22,0,3,23.2,23.2,23.2,23.2,1,0,6.0,3487,2906
3331,826,255,295,72,157,0,779,0,0,6.5,6.9,6.5,6.9,1,0,42.0,9829,8191
3332,109,0,84,0,17,5,47,59,0,14.0,14.4,16.9,17.3,1,0,2.0,1714,1428
3333,98,36,32,9,17,0,45,42,7,13.4,14.0,16.1,16.8,1,0,11.0,2537,2114
3334,102,72,0,18,0,7,0,97,0,10.1,10.6,12.1,12.8,1,0,3.0,852,710
3335,1810,349,423,377,457,10,1616,0,0,16.2,18.2,16.2,18.2,3,0,35.0,20825,17354
3336,458,202,66,75,115,0,458,0,0,2.0,2.0,2.0,2.0,1,0,16.0,3100,2584
3337,59,0,55,0,0,0,11,11,33,83.8,89.9,101.0,108.3,1,0,6.0,17505,14587
3338,97,21,41,0,49,15,16,100,10,7.5,5.8,7.5,5.8,2,0,9.0,588,490
3339,172,88,40,4,30,7,169,0,0,10.4,10.6,10.4,10.6,4,0,5.0,3268,2723
3340,166,126,0,38,0,0,0,164,0,17.9,18.1,21.6,21.8,1,0,13.0,3303,2753
3341,137,54,42,30,7,0,97,36,0,2.9,3.0,2.9,3.0,1,0,3.0,77,64
3342,1010,213,224,111,212,75,758,77,0,5.0,6.1,5.0,6.1,2,0,11.0,8293,6911
3343,245,88,105,27,79,0,299,0,0,1.9,1.6,3.6,2.9,1,0,13.0,1071,893
3344,75,23,0,30,27,14,94,0,0,9.6,7.7,9.6,7.7,1,0,6.0,874,728
3345,128,45,0,68,0,15,128,0,0,25.8,25.8,56.1,56.1,1,0,10.0,4677,3898
3346,25,14,0,4,7,0,22,0,3,23.2,23.2,23.2,23.2,1,0,6.0,3487,2906
3347,311,11,217,3,36,57,324,0,0,6.6,6.3,7.9,7.6,1,0,6.0,3143,2619
3348,73,43,10,4,15,0,6,66,0,16.6,16.8,20.0,20.3,1,0,3.0,1659,1383
3349,146,46,0,50,41,0,44,93,0,13.6,14.5,16.4,17.4,1,0,6.0,2331,1942
3350,222,20,5,93,73,0,47,144,0,11.0,12.8,13.3,15.5,1,0,4.0,2686,2239
3351,1093,486,277,126,147,5,788,253,0,2.3,2.5,2.3,2.5,2,0,7.0,5792,4826
3352,116,46,12,22,35,15,130,0,0,16.7,14.9,16.7,14.9,1,0,10.0,2857,2381
3353,58,15,0,19,22,0,26,30,0,43.4,44.9,52.2,54.1,1,0,8.0,8112,6760
3354,389,120,94,77,63,10,198,166,0,2.9,3.1,2.9,3.1,2,0,6.0,2181,1818
3355,229,88,5,0,17,131,241,0,0,11.0,10.5,12.7,12.0,2,0,5.0,3628,3023
3356,670,346,97,122,79,0,146,498,0,8.6,8.9,10.4,10.8,1,0,6.0,2453,2044
3357,155,75,28,10,29,0,14,128,0,12.4,13.5,14.9,16.3,1,0,4.0,1524,1270
3358,100,61,0,0,0,42,28,75,0,9.3,9.0,11.2,10.9,1,0,12.0,1687,1406
3359,249,126,4,98,21,0,58,191,0,18.3,18.3,18.3,18.3,1,0,9.0,4025,3354
3360,465,234,44,104,118,0,431,15,54,8.7,8.1,10.5,9.8,1,0,13.0,3736,3114
3361,474,71,24,343,21,15,41,433,0,3.9,3.9,3.9,3.9,1,0,6.0,4416,3680
3362,67,32,5,16,7,0,25,35,0,25.4,28.4,30.6,34.2,1,0,7.0,5277,4398
3363,191,44,60,15,49,25,159,34,0,12.7,12.6,12.7,12.6,2,0,11.0,3633,3028
3364,474,71,24,343,21,15,41,433,0,3.9,3.9,3.9,3.9,1,0,6.0,4416,3680
3365,127,61,0,20,44,0,13,98,14,12.4,12.6,15.0,15.2,1,0,4.0,976,814
3366,72,23,25,7,17,0,55,17,0,6.8,6.8,6.8,6.8,1,0,7.0,633,527
3367,152,25,33,28,42,35,163,0,0,4.4,4.1,4.4,4.1,1,0,9.0,1414,1179
3368,256,69,198,0,0,5,272,0,0,11.5,10.8,11.5,10.8,2,0,19.0,5088,4240
3369,331,100,44,61,107,0,312,0,0,1.0,1.1,1.2,1.3,1,0,2.0,595,496
3370,179,60,44,6,38,40,188,0,0,4.3,4.1,5.2,5.0,1,0,4.0,729,607
3371,754,301,130,204,90,0,213,512,0,9.9,10.3,11.9,12.4,1,0,8.0,4618,3848
3372,449,352,12,12,52,0,0,428,0,35.7,37.5,43.0,45.2,1,0,8.0,5848,4874
3373,54,36,0,16,0,0,0,52,0,12.7,13.2,15.3,15.9,1,0,1.0,985,821
3374,3113,2019,609,248,157,80,3113,0,0,10.9,10.9,13.5,13.5,1,0,24.0,22138,18448
3375,151,40,54,15,21,0,111,19,0,7.2,8.3,8.2,9.5,2,0,3.0,1804,1503
3376,292,93,0,194,20,0,0,307,0,10.3,9.8,12.4,11.7,1,0,13.0,3467,2889
3377,62,18,7,6,10,17,7,51,0,32.7,34.9,39.4,42.1,1,0,5.0,6078,5065
3378,234,117,19,93,0,5,231,3,0,21.8,21.8,21.8,21.8,1,0,10.0,5989,4991
3379,59,30,11,3,21,0,65,0,0,9.6,8.7,11.6,10.5,1,0,3.0,94,78
3380,134,73,0,22,14,0,33,76,0,15.6,19.2,18.8,23.1,1,0,8.0,3903,3252
3381,249,126,4,98,21,0,58,191,0,18.3,18.3,18.3,18.3,1,0,9.0,4025,3354
3382,1010,213,224,111,212,75,758,77,0,5.0,6.1,5.0,6.1,2,0,11.0,8293,6911
3383,187,23,65,17,91,5,201,0,0,3.0,2.8,3.6,3.4,1,0,6.0,325,271
3384,284,49,83,75,51,5,80,183,0,12.8,13.9,15.5,16.7,1,0,5.0,3106,2588
3385,285,48,187,15,35,25,310,0,0,4.4,4.0,4.4,4.0,2,0,7.0,2778,2315
3386,193,82,80,50,14,0,41,182,3,8.7,7.5,10.5,9.0,1,0,5.0,579,482
3387,32,4,7,0,0,30,41,0,0,15.6,12.1,15.6,12.1,1,0,3.0,1011,843
3388,545,116,226,131,72,0,79,466,0,16.0,16.0,16.0,16.0,1,0,11.0,5074,4228
3389,1437,920,154,41,203,0,1318,0,0,3.4,3.7,3.4,3.7,4,0,18.0,8755,7296
3390,337,128,21,86,77,25,337,0,0,1.8,1.8,1.9,1.9,1,0,8.0,2091,1743
3391,2190,706,648,236,235,0,1825,0,0,6.6,8.0,7.6,9.1,2,0,19.0,18324,15270
3392,406,209,36,125,20,0,102,288,0,13.9,14.5,16.7,17.4,1,0,7.0,3741,3118
3393,31,10,14,0,7,0,4,27,0,7.6,7.6,7.6,7.6,1,0,6.0,336,280
3394,354,48,34,174,73,25,354,0,0,16.5,16.5,16.5,16.5,1,0,10.0,6722,5602
3395,194,70,16,0,45,47,46,132,0,2.6,2.8,3.6,3.9,1,0,12.0,698,582
3396,179,60,44,6,38,40,188,0,0,4.3,4.1,5.2,5.0,1,0,4.0,729,607
3397,156,21,38,39,7,41,146,0,0,13.1,14.0,15.8,16.8,1,0,4.0,3357,2797
3398,56,0,42,0,0,15,57,0,0,5.2,5.1,5.2,5.1,1,0,3.0,145,121
3399,59,0,55,0,0,0,11,11,33,83.8,89.9,101.0,108.3,1,0,6.0,17505,14587
3400,215,58,62,46,51,0,82,135,0,13.2,13.1,15.9,15.7,1,0,8.0,2339,1950
3401,1908,401,1216,155,107,10,1889,0,0,14.2,14.3,14.2,14.3,3,0,48.0,24291,20243
3402,156,0,133,0,10,0,143,0,0,4.5,4.9,5.4,5.9,1,0,4.0,1030,858
3403,237,114,11,44,42,0,181,30,0,13.5,15.2,16.3,18.3,1,0,9.0,3719,3099
3404,291,188,29,0,69,37,323,0,0,20.8,18.8,22.4,20.2,2,0,14.0,4894,4079
3405,40,10,22,0,17,0,49,0,0,7.1,5.8,7.1,5.8,4,0,4.0,1314,1095
3406,187,72,32,10,44,5,4,159,0,73.5,84.4,84.5,97.0,2,0,3.0,17324,14437
3407,477,235,117,89,46,10,172,218,107,5.7,5.5,5.7,5.5,1,0,6.0,2122,1769
3408,465,48,162,0,196,37,443,0,0,4.3,4.5,5.2,5.5,1,0,4.0,2013,1678
3409,193,82,80,50,14,0,41,182,3,8.7,7.5,10.5,9.0,1,0,5.0,579,482
3410,389,120,94,77,63,10,198,166,0,2.9,3.1,2.9,3.1,2,0,6.0,2181,1818
3411,544,125,104,107,133,0,107,362,0,4.2,4.9,5.1,5.9,1,0,4.0,1585,1321
