recordnumber,projectname,cat2,forg,center,year,mode,rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,equivphyskloc,act_effort
25,gal,simulation,g,6,1980,embedded,1.15,1.15,0.7,1.0,1.4,0.7,1.4,1.0,1.15,1.15,1.15,0.7,1.0,1.0,0.7,8,210
31,gal,datacapture,g,5,1986,organic,0.7,1.4,1.0,1.4,1.65,0.7,1.4,1.15,1.0,1.15,0.7,1.15,1.0,1.0,1.15,350,240
4,erb,monitor_control,g,3,1986,semidetached,1.0,1.4,1.65,1.0,1.65,1.0,0.7,1.4,1.0,1.0,0.5,1.0,1.0,0.5,1.15,78,70
98,de,communications,f,3,1985,embedded,1.4,1.0,1.0,1.15,1.15,1.15,1.4,1.4,0.7,1.15,0.5,0.5,1.0,1.0,1.15,35,72
79,de,missionplanning,g,2,1984,semidetached,0.7,0.7,1.4,1.15,1.15,1.0,1.4,1.4,1.4,1.15,0.7,1.15,1.4,0.5,1.15,70,720
58,hst,missionplanning,f,5,1983,embedded,1.15,1.4,1.65,1.65,1.65,0.7,1.0,1.0,0.7,1.0,1.0,1.0,1.4,1.4,1.15,197,600
54,spl,communications,f,2,1975,organic,0.7,0.7,1.0,1.65,1.65,1.0,0.7,1.4,1.0,1.4,1.15,0.7,0.5,0.5,0.7,100,430
60,Y,simulation,g,3,1971,organic,1.15,1.0,1.65,1.0,1.15,1.0,1.0,1.0,1.15,1.0,1.15,1.0,0.7,1.4,0.7,53,16459
84,Y,avionicsmonitoring,g,2,1978,organic,0.7,1.4,1.15,1.4,1.4,0.7,1.15,1.4,1.0,1.15,0.5,0.7,1.15,1.15,1.0,14,72
42,hst,datacapture,f,2,1986,organic,1.0,0.7,1.4,1.0,1.65,1.0,0.7,1.15,1.15,1.4,0.5,0.5,0.5,1.15,1.15,32,155
67,slp,simulation,f,1,1976,organic,1.0,1.0,1.4,1.65,1.4,1.15,1.15,1.4,1.4,1.15,1.0,0.5,1.4,0.7,1.15,485,210
56,slp,monitor_control,f,3,1977,semidetached,1.15,1.15,1.65,1.0,1.65,1.0,1.0,1.4,1.15,1.0,1.15,0.5,1.0,1.15,0.7,350,324
100,slp,Avionics,f,5,1982,organic,1.15,1.15,0.7,1.0,1.0,1.15,1.4,1.0,1.4,1.15,0.5,0.7,1.0,1.4,1.15,352,114
11,slp,avionicsmonitoring,g,2,1978,semidetached,0.7,1.0,1.4,1.4,1.0,0.7,1.15,1.0,1.4,1.0,0.5,0.5,0.5,1.0,1.15,32,19245
16,slp,utility,g,2,1974,semidetached,1.15,1.15,1.65,1.15,1.4,0.7,1.4,1.0,1.4,1.4,0.7,1.15,0.5,0.5,0.7,315,42
77,erb,avionicsmonitoring,f,3,1971,embedded,1.15,1.0,1.65,1.15,1.4,0.7,1.0,1.15,1.0,1.4,0.7,1.15,0.7,1.15,1.0,10,400
37,de,realdataprocessing,g,2,1982,organic,1.0,0.7,0.7,1.4,1.0,1.0,1.4,1.15,0.7,1.0,0.7,0.5,1.0,1.4,1.15,97,720
40,gal,launchprocessing,f,6,1987,embedded,0.7,0.7,1.15,1.0,1.15,0.7,1.4,1.4,1.4,1.0,0.5,0.7,0.5,1.15,1.0,240,300
13,spl,communications,g,6,1985,organic,1.15,1.15,1.4,1.15,1.0,1.15,0.7,1.4,0.7,1.15,0.7,1.0,1.15,0.7,1.0,100,97
29,X,datacapture,f,1,1971,semidetached,1.0,1.4,0.7,1.4,1.65,1.0,1.4,1.15,0.7,1.15,1.0,1.15,0.5,0.5,1.15,144,97
12,gal,missionplanning,g,1,1977,semidetached,1.4,1.15,0.7,1.0,1.65,1.15,0.7,1.0,1.15,1.4,0.7,1.0,0.5,0.5,0.7,423,162
63,X,Avionics,f,1,1975,semidetached,1.4,0.7,1.0,1.0,1.4,1.0,1.0,1.15,1.15,1.15,1.0,0.5,1.15,1.15,0.7,325,599
66,slp,application_ground,f,1,1985,organic,1.15,1.15,1.65,1.65,1.4,1.0,0.7,1.0,1.0,1.4,1.0,1.0,1.4,1.0,1.0,79,48
61,hst,avionicsmonitoring,g,3,1977,embedded,1.0,0.7,1.65,1.65,1.15,0.7,0.7,1.15,0.7,1.0,1.15,0.5,1.4,1.15,1.0,325,458
14,erb,utility,g,3,1987,embedded,1.4,1.4,0.7,1.4,1.65,0.7,1.15,1.4,1.4,1.0,1.15,1.15,0.5,0.5,1.15,352,12
74,spl,monitor_control,f,2,1986,semidetached,1.15,1.0,1.65,1.65,1.0,1.0,1.0,1.0,1.4,1.15,1.0,0.7,0.7,1.0,0.7,326,60
35,slp,operatingsystem,g,2,1980,embedded,0.7,0.7,1.0,1.0,1.65,0.7,1.15,1.0,1.4,1.0,0.5,0.5,1.4,0.7,0.7,21,17725
97,gal,application_ground,g,3,1985,semidetached,0.7,1.0,1.4,1.0,1.65,0.7,1.4,1.0,1.15,1.15,0.7,1.0,1.4,1.15,1.15,111,324
60,hst,simulation,g,3,1978,embedded,1.15,1.0,1.65,1.4,1.4,1.0,1.4,1.15,1.4,1.15,0.5,1.15,0.7,1.15,1.0,90,82
40,X,utility,g,1,1982,organic,1.0,1.15,1.65,1.0,1.65,1.15,1.0,1.15,0.7,1.15,1.15,0.7,1.15,0.5,0.7,114,19245
43,de,science,f,1,1984,embedded,1.4,1.4,1.4,1.65,1.4,1.15,1.0,1.4,1.4,1.15,1.0,1.0,1.15,0.7,1.15,2821,114
52,X,utility,f,1,1982,organic,1.4,1.0,0.7,1.65,1.65,1.0,1.4,1.15,1.0,1.15,1.0,0.7,1.4,1.15,0.7,190,973
24,Y,batchdataprocessing,f,2,1975,semidetached,0.7,0.7,0.7,1.4,1.4,1.0,0.7,1.0,1.4,1.0,1.0,1.0,1.15,1.4,0.7,190,5714
73,X,application_ground,f,5,1976,organic,1.15,1.4,0.7,1.0,1.15,1.0,1.0,1.15,1.15,1.4,0.7,0.7,0.7,1.0,1.0,77,36
32,Y,utility,f,6,1984,embedded,1.0,0.7,0.7,1.15,1.65,0.7,0.7,1.4,1.15,1.0,1.15,0.7,1.4,1.4,1.0,2847,720
68,de,datacapture,f,5,1975,embedded,0.7,1.0,0.7,1.0,1.4,1.0,1.0,1.0,1.15,1.15,1.15,0.5,0.5,0.5,0.7,8,239
89,gal,avionicsmonitoring,f,2,1977,embedded,1.0,1.4,1.15,1.0,1.15,0.7,1.4,1.4,1.4,1.15,0.5,0.5,0.7,1.4,1.0,144,210
75,spl,utility,f,5,1977,embedded,1.15,1.4,1.15,1.0,1.0,0.7,1.0,1.0,1.15,1.15,0.5,0.5,1.15,0.7,0.7,197,120
91,spl,operatingsystem,g,1,1974,semidetached,0.7,0.7,1.4,1.65,1.15,0.7,1.0,1.0,1.4,1.15,1.15,1.15,0.7,0.7,0.7,10,150
65,X,avionicsmonitoring,f,1,1978,organic,1.4,0.7,1.15,1.65,1.15,1.0,0.7,1.4,0.7,1.4,0.5,1.0,1.4,0.7,1.0,90,16459
10,slp,communications,f,2,1985,embedded,0.7,1.0,1.4,1.15,1.0,0.7,1.4,1.4,1.15,1.15,0.5,1.0,1.4,1.0,1.0,114,239
46,X,launchprocessing,f,5,1986,organic,1.4,1.4,1.65,1.65,1.0,1.15,1.4,1.4,0.7,1.0,1.0,0.5,1.4,1.4,0.7,90,360
76,slp,communications,g,2,1982,embedded,1.0,1.0,1.4,1.65,1.0,1.15,1.0,1.0,1.15,1.4,0.7,1.15,0.5,1.4,1.0,3,41782
53,spl,Avionics,f,1,1986,semidetached,1.4,1.4,1.4,1.4,1.15,1.15,1.15,1.15,1.4,1.15,1.0,1.15,1.4,0.5,1.15,9,5714
5,erb,application_ground,g,3,1986,organic,1.0,1.15,1.65,1.0,1.65,1.0,1.4,1.0,1.15,1.4,1.0,1.0,1.4,1.15,1.15,65,8211
19,Y,application_ground,f,3,1985,embedded,1.4,0.7,1.65,1.4,1.4,0.7,1.4,1.15,1.4,1.15,0.7,0.5,1.15,0.5,1.0,980,360
40,gal,monitor_control,g,6,1974,organic,1.0,0.7,0.7,1.0,1.4,1.15,1.15,1.15,1.15,1.0,0.5,1.0,1.0,1.15,0.7,339,1350
9,hst,Avionics,g,2,1978,semidetached,0.7,1.15,1.4,1.15,1.65,1.15,1.15,1.4,1.0,1.15,0.7,1.15,1.15,0.7,0.7,101,36
50,spl,Avionics,g,5,1979,semidetached,1.4,1.4,1.4,1.4,1.15,0.7,0.7,1.15,1.4,1.4,0.5,0.5,0.7,1.4,0.7,302,16459
10,spl,operatingsystem,g,2,1984,organic,1.0,1.0,1.65,1.0,1.4,1.15,0.7,1.4,1.0,1.0,1.0,1.15,0.5,0.5,0.7,197,210
7,spl,monitor_control,g,1,1975,semidetached,1.15,0.7,0.7,1.4,1.4,0.7,0.7,1.4,0.7,1.0,1.15,0.5,1.4,1.0,1.0,16,42
73,Y,missionplanning,f,1,1983,semidetached,1.15,0.7,1.4,1.4,1.15,1.15,0.7,1.0,1.0,1.15,1.0,1.15,1.0,0.7,1.15,78,210
63,X,communications,g,5,1978,embedded,0.7,0.7,1.4,1.4,1.4,1.15,1.15,1.15,1.4,1.15,1.0,0.5,0.7,1.0,1.15,980,1248
93,X,simulation,f,2,1979,semidetached,1.0,1.0,1.4,1.65,1.0,0.7,1.4,1.4,1.0,1.15,0.5,1.15,1.4,0.7,0.7,62,3528
1,de,batchdataprocessing,g,6,1978,organic,0.7,1.15,1.15,1.4,1.65,1.15,1.0,1.0,0.7,1.0,1.15,0.7,0.5,1.4,1.15,14,38
44,erb,datacapture,g,5,1974,embedded,0.7,1.15,0.7,1.15,1.4,1.15,1.0,1.15,1.0,1.0,1.0,1.15,0.7,1.15,1.15,151,480
52,X,missionplanning,f,2,1980,embedded,1.0,1.4,1.0,1.15,1.65,1.15,1.4,1.0,1.4,1.4,1.0,1.0,1.4,1.0,0.7,97,599
89,Y,avionicsmonitoring,f,5,1983,semidetached,1.15,1.4,1.0,1.65,1.65,1.15,1.0,1.0,1.15,1.15,0.7,1.15,1.4,1.0,0.7,193,300
41,de,missionplanning,f,2,1976,organic,1.15,0.7,1.15,1.15,1.0,1.0,1.0,1.0,1.15,1.15,1.0,1.0,0.5,1.4,0.7,137,210
32,spl,Avionics,f,2,1977,organic,1.4,1.15,0.7,1.0,1.65,1.0,1.15,1.4,1.0,1.0,0.7,1.0,0.7,1.4,1.15,165,720
16,spl,operatingsystem,f,5,1979,organic,1.15,1.0,1.0,1.65,1.15,1.15,1.0,1.15,0.7,1.4,0.7,0.5,1.0,1.0,0.7,233,1350
73,erb,science,g,3,1980,semidetached,1.15,1.15,1.0,1.15,1.15,1.0,1.15,1.15,0.7,1.4,0.7,0.5,0.5,1.15,1.0,82,400
21,gal,avionicsmonitoring,g,6,1987,organic,1.15,1.4,0.7,1.4,1.65,0.7,0.7,1.0,1.0,1.15,0.7,0.5,0.7,0.5,1.0,16,370
37,de,utility,g,3,1985,organic,1.0,1.0,0.7,1.15,1.4,1.0,1.15,1.15,1.0,1.15,0.7,0.5,1.0,0.7,0.7,227,114
20,erb,realdataprocessing,f,5,1978,embedded,0.7,1.0,1.4,1.4,1.0,0.7,0.7,1.4,0.7,1.15,0.7,1.15,0.7,0.7,1.0,15,599
31,X,science,f,5,1977,embedded,0.7,0.7,1.65,1.0,1.4,0.7,0.7,1.0,1.15,1.15,0.7,1.0,1.15,1.15,1.15,193,458
39,X,avionicsmonitoring,g,1,1983,embedded,1.15,1.0,1.65,1.65,1.65,0.7,1.0,1.4,1.0,1.4,0.5,1.15,1.15,1.0,1.0,82,16459
64,de,utility,g,3,1987,semidetached,1.0,0.7,1.0,1.4,1.15,1.0,0.7,1.0,1.4,1.4,1.0,1.15,1.15,0.7,1.0,2847,162
46,de,launchprocessing,f,3,1985,embedded,1.0,1.4,1.15,1.4,1.4,1.15,1.15,1.15,1.0,1.15,0.5,0.7,1.0,1.15,1.0,70,38
70,hst,utility,g,2,1984,embedded,1.4,1.4,0.7,1.0,1.15,1.15,1.4,1.0,0.7,1.0,0.7,0.5,0.7,0.5,1.15,295,1248
76,gal,avionicsmonitoring,g,1,1982,semidetached,1.15,1.0,0.7,1.0,1.0,1.15,1.15,1.15,1.0,1.15,0.7,1.15,1.15,1.15,1.0,85,409
98,erb,operatingsystem,g,2,1976,semidetached,0.7,0.7,1.65,1.65,1.4,0.7,0.7,1.0,1.0,1.4,0.5,0.5,1.0,1.4,1.15,79,1350
68,de,simulation,g,5,1974,embedded,0.7,1.0,1.0,1.15,1.4,0.7,0.7,1.4,0.7,1.0,0.7,0.7,0.7,1.4,1.15,55,210
89,de,realdataprocessing,g,5,1975,semidetached,0.7,1.0,1.65,1.4,1.15,1.15,1.4,1.0,1.15,1.0,1.0,0.7,0.7,0.5,1.15,85,1368
82,slp,launchprocessing,f,3,1985,embedded,1.4,1.0,1.0,1.4,1.0,1.0,1.15,1.0,0.7,1.15,1.0,1.15,0.7,0.5,0.7,165,409
68,hst,avionicsmonitoring,g,1,1975,semidetached,1.15,1.15,1.0,1.4,1.0,1.0,1.15,1.4,1.15,1.15,0.5,1.15,1.15,0.7,1.0,150,107
56,gal,communications,f,2,1979,embedded,0.7,0.7,1.4,1.0,1.0,1.0,1.0,1.15,0.7,1.15,1.0,1.15,1.4,0.7,1.0,13,16459
72,erb,Avionics,g,2,1976,semidetached,1.0,0.7,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.4,0.7,1.15,1.15,1.15,0.7,14,2400
72,erb,avionicsmonitoring,g,6,1980,semidetached,0.7,0.7,1.65,1.15,1.65,0.7,1.15,1.15,1.15,1.15,1.0,1.0,1.15,0.5,1.0,14,648
24,gal,monitor_control,g,5,1985,embedded,0.7,1.15,1.0,1.4,1.15,1.0,1.15,1.4,1.4,1.15,0.7,1.15,1.0,1.15,1.0,21,38
76,slp,operatingsystem,g,6,1980,embedded,1.4,1.0,0.7,1.15,1.65,0.7,1.4,1.15,1.15,1.15,0.5,0.7,1.4,1.15,0.7,34,756
67,X,application_ground,f,6,1983,semidetached,1.4,1.4,1.65,1.4,1.4,1.0,0.7,1.4,0.7,1.4,1.15,0.5,1.4,1.4,1.15,295,278
29,erb,Avionics,f,3,1983,organic,0.7,0.7,1.65,1.15,1.65,1.15,1.0,1.4,1.4,1.0,1.0,1.0,0.5,1.4,1.0,666,114
65,Y,launchprocessing,f,5,1983,semidetached,0.7,1.0,1.4,1.4,1.65,1.15,0.7,1.15,0.7,1.15,1.0,1.0,0.5,0.5,1.15,355,750
92,Y,launchprocessing,g,1,1979,embedded,1.0,1.0,1.0,1.65,1.15,1.15,1.15,1.0,0.7,1.4,1.0,1.15,1.4,0.7,0.7,154,720
48,gal,avionicsmonitoring,f,6,1977,semidetached,1.15,1.0,1.65,1.15,1.0,0.7,1.4,1.4,0.7,1.4,0.7,0.5,0.7,1.4,1.15,16,278
25,erb,communications,f,6,1975,semidetached,1.15,1.4,1.4,1.0,1.15,1.0,1.4,1.15,1.4,1.4,0.5,0.7,1.4,1.4,1.0,666,370
53,Y,launchprocessing,f,5,1984,semidetached,1.15,0.7,1.15,1.65,1.4,0.7,1.15,1.15,1.15,1.4,0.7,0.5,0.7,1.0,0.7,60,2120
25,slp,avionicsmonitoring,g,6,1975,semidetached,1.4,1.15,1.0,1.65,1.65,1.15,1.15,1.0,1.0,1.0,0.5,1.15,0.7,1.0,0.7,725,62
13,Y,science,g,3,1971,semidetached,0.7,1.0,1.4,1.0,1.4,1.0,1.0,1.15,1.15,1.15,0.5,0.7,1.0,0.7,1.15,90,48
39,X,missionplanning,g,2,1978,semidetached,0.7,1.0,0.7,1.65,1.65,1.15,1.15,1.4,1.0,1.15,1.0,1.15,1.15,0.5,1.15,55,97
18,X,application_ground,f,6,1984,organic,1.15,0.7,1.65,1.0,1.65,0.7,1.15,1.15,1.15,1.0,1.15,0.7,0.7,0.5,0.7,271,38
38,X,missionplanning,g,1,1986,embedded,0.7,1.15,1.0,1.4,1.65,1.15,1.4,1.4,0.7,1.15,0.5,1.0,1.4,1.15,1.15,1779,50
20,hst,application_ground,f,2,1978,semidetached,1.4,1.15,1.65,1.15,1.0,1.0,1.15,1.4,0.7,1.15,0.7,0.5,1.15,0.7,1.15,100,636
25,X,application_ground,f,2,1978,organic,1.4,0.7,1.4,1.15,1.15,1.0,1.15,1.4,1.15,1.4,1.0,0.5,0.7,0.5,1.0,151,430
78,X,batchdataprocessing,f,2,1977,organic,1.15,1.15,0.7,1.15,1.65,1.15,0.7,1.15,0.7,1.15,0.7,1.15,1.15,1.15,1.0,53,17725
101,slp,launchprocessing,f,6,1976,semidetached,0.7,1.0,1.65,1.65,1.0,1.15,1.4,1.0,0.7,1.4,0.7,1.0,0.5,1.4,1.15,352,599
97,de,communications,g,1,1986,organic,1.0,1.15,1.15,1.15,1.15,1.15,1.4,1.15,0.7,1.15,0.5,1.15,1.0,1.0,1.15,2847,324
49,slp,simulation,g,1,1984,embedded,1.0,0.7,1.4,1.15,1.65,1.15,1.0,1.4,0.7,1.15,0.5,0.5,1.0,1.0,1.15,165,360
63,Y,missionplanning,g,1,1983,organic,1.0,1.15,0.7,1.0,1.4,1.0,1.15,1.0,0.7,1.15,1.15,1.15,0.5,1.15,0.7,980,8211
14,de,communications,f,3,1978,semidetached,1.0,1.4,1.0,1.15,1.15,0.7,1.4,1.0,1.4,1.4,1.15,0.7,1.4,1.0,1.15,77,90
19,Y,communications,g,1,1977,semidetached,1.4,1.15,1.0,1.65,1.15,0.7,1.0,1.0,1.4,1.0,0.5,0.7,1.4,0.5,1.0,85,720
1,X,monitor_control,g,5,1971,semidetached,1.0,1.15,1.15,1.0,1.15,0.7,0.7,1.15,1.15,1.0,0.5,1.15,1.4,1.15,1.0,233,17725
33,hst,science,f,5,1983,semidetached,1.0,1.15,1.65,1.65,1.65,1.15,1.0,1.0,0.7,1.0,1.15,1.0,1.4,0.7,1.15,100,1350
59,spl,application_ground,g,6,1984,organic,1.0,0.7,1.0,1.4,1.4,0.7,1.15,1.4,1.0,1.4,0.7,1.15,1.0,1.4,1.15,193,210
73,hst,batchdataprocessing,f,6,1978,semidetached,0.7,1.0,1.15,1.65,1.15,0.7,0.7,1.4,1.0,1.0,1.15,0.5,0.5,1.0,1.0,8,192
36,X,Avionics,f,2,1983,semidetached,1.15,0.7,0.7,1.4,1.15,0.7,1.15,1.0,1.15,1.15,0.5,1.15,0.5,0.7,0.7,6,1181
15,X,monitor_control,f,1,1976,organic,0.7,1.0,1.4,1.4,1.4,1.0,1.15,1.4,1.4,1.0,0.5,0.5,0.7,0.5,1.0,325,42
16,erb,missionplanning,f,3,1982,semidetached,1.15,1.4,1.0,1.65,1.65,0.7,1.4,1.0,1.4,1.15,1.0,1.15,1.15,1.0,1.15,100,70
8,X,application_ground,g,5,1979,embedded,1.4,1.4,0.7,1.65,1.65,0.7,1.4,1.0,1.0,1.0,1.15,1.15,1.15,0.7,1.0,485,162
30,X,avionicsmonitoring,f,1,1984,semidetached,1.15,1.15,1.0,1.4,1.65,1.15,1.4,1.15,1.4,1.15,1.0,1.0,1.4,1.4,1.15,41,19245
15,hst,application_ground,g,6,1983,semidetached,1.0,0.7,1.65,1.15,1.15,0.7,0.7,1.4,1.15,1.15,1.0,0.7,1.0,0.7,0.7,100,703
19,hst,datacapture,g,5,1984,embedded,1.4,1.4,1.4,1.65,1.65,1.0,0.7,1.0,0.7,1.15,0.7,1.0,1.4,1.15,1.15,101,4560
70,erb,utility,g,5,1978,organic,1.15,1.0,0.7,1.15,1.0,0.7,1.4,1.0,0.7,1.15,0.5,0.7,1.15,0.5,1.15,9,114
98,X,utility,g,6,1986,embedded,0.7,1.15,0.7,1.0,1.65,1.0,1.4,1.0,1.4,1.15,0.7,0.7,0.5,1.0,1.15,100,576
26,Y,datacapture,f,3,1971,semidetached,1.0,1.4,1.65,1.0,1.0,1.0,1.0,1.0,1.4,1.4,1.0,1.15,1.4,1.4,1.15,79,1181
28,slp,utility,g,1,1983,semidetached,1.15,0.7,1.65,1.0,1.0,1.0,1.4,1.4,1.0,1.15,0.5,0.7,0.5,1.4,1.0,41,120
24,slp,simulation,g,5,1983,organic,0.7,1.0,1.4,1.15,1.65,1.0,1.0,1.0,1.15,1.15,0.7,1.15,1.15,1.15,1.15,15,24
84,gal,Avionics,g,1,1983,semidetached,1.4,1.15,1.15,1.4,1.65,1.0,1.0,1.4,1.0,1.15,1.15,1.15,1.4,0.7,0.7,219,252
11,gal,launchprocessing,g,5,1974,organic,1.4,0.7,1.65,1.15,1.65,0.7,1.15,1.15,1.0,1.0,1.15,0.5,0.7,0.7,1.0,2821,48
32,hst,launchprocessing,g,5,1976,embedded,0.7,1.0,1.0,1.0,1.65,0.7,1.4,1.15,1.15,1.15,1.15,0.5,1.15,1.0,1.15,101,756
26,de,realdataprocessing,f,1,1980,embedded,1.0,1.15,0.7,1.4,1.65,1.15,1.0,1.15,1.4,1.0,0.7,1.0,0.5,0.7,1.15,3,240
52,slp,avionicsmonitoring,g,5,1980,semidetached,1.4,1.15,1.0,1.4,1.4,0.7,1.4,1.15,0.7,1.15,1.15,1.15,1.0,0.7,0.7,24,1200
36,hst,avionicsmonitoring,f,2,1987,semidetached,1.4,1.0,1.4,1.65,1.4,1.0,1.0,1.15,1.15,1.0,1.15,0.7,1.15,1.0,1.0,98,360
23,gal,communications,f,6,1980,embedded,0.7,1.15,0.7,1.0,1.0,0.7,1.4,1.4,1.15,1.4,0.5,0.7,1.15,0.7,1.15,104,8211
66,spl,science,f,3,1979,embedded,1.0,1.15,1.15,1.15,1.4,1.15,1.4,1.4,1.4,1.0,0.5,0.7,1.4,0.5,0.7,355,239
69,de,Avionics,g,6,1984,embedded,0.7,1.15,1.4,1.65,1.0,0.7,1.4,1.0,1.15,1.15,1.15,1.15,1.4,1.15,0.7,22,155
82,de,avionicsmonitoring,f,2,1975,semidetached,1.4,1.4,0.7,1.65,1.0,0.7,1.4,1.15,1.4,1.15,1.0,0.5,0.7,1.4,1.0,13,150
12,spl,missionplanning,g,1,1977,organic,1.15,1.0,1.4,1.15,1.0,1.0,1.0,1.15,0.7,1.0,0.5,0.5,1.4,1.0,1.0,352,150
76,hst,simulation,f,2,1976,organic,1.15,1.0,0.7,1.65,1.4,1.15,1.0,1.15,1.15,1.15,0.5,0.5,1.4,1.15,1.0,6,360
89,slp,communications,g,1,1980,organic,0.7,1.15,1.4,1.0,1.0,1.15,1.15,1.4,1.15,1.0,1.15,0.7,1.15,0.5,1.0,980,72
11,erb,launchprocessing,f,1,1978,organic,1.15,1.0,0.7,1.15,1.0,0.7,1.15,1.0,0.7,1.15,1.15,1.15,1.0,1.15,1.15,295,409
60,slp,application_ground,g,3,1987,semidetached,1.15,1.15,1.4,1.65,1.0,1.0,1.15,1.4,0.7,1.0,1.15,0.5,1.15,0.7,1.0,13,420
11,Y,operatingsystem,g,1,1971,organic,1.4,1.15,1.4,1.4,1.0,0.7,1.0,1.0,1.0,1.4,0.5,0.7,1.0,0.5,0.7,295,1181
50,slp,application_ground,f,6,1978,embedded,1.4,1.4,1.65,1.15,1.0,1.0,1.4,1.15,1.0,1.0,1.15,1.15,1.15,0.7,0.7,154,1200
64,Y,Avionics,f,2,1982,embedded,1.15,1.15,1.15,1.15,1.0,0.7,1.0,1.4,1.15,1.15,0.5,1.15,1.4,1.0,1.0,22,82
80,X,missionplanning,f,2,1984,embedded,0.7,1.15,0.7,1.65,1.0,0.7,1.4,1.0,0.7,1.4,0.5,0.7,1.0,0.5,1.0,151,3528
45,X,launchprocessing,g,1,1971,embedded,1.0,1.15,1.4,1.4,1.4,1.15,1.4,1.15,1.4,1.4,1.0,1.0,1.15,0.7,0.7,70,114
60,X,application_ground,f,1,1986,embedded,1.15,1.15,0.7,1.4,1.65,1.0,0.7,1.4,1.0,1.15,1.15,0.7,1.0,0.5,0.7,295,1248
94,gal,avionicsmonitoring,f,5,1987,embedded,1.4,0.7,1.15,1.0,1.65,1.0,0.7,1.15,1.15,1.0,1.0,1.0,1.0,1.15,1.0,100,48
42,gal,realdataprocessing,g,2,1985,embedded,0.7,1.4,1.65,1.15,1.0,1.0,0.7,1.4,1.0,1.4,1.15,0.5,1.15,1.4,1.15,10,8211
1,slp,simulation,f,6,1986,semidetached,0.7,1.4,1.0,1.0,1.65,1.0,0.7,1.15,1.4,1.0,1.15,0.7,1.4,0.7,0.7,60,17725
71,gal,Avionics,f,3,1984,semidetached,1.4,1.4,1.15,1.15,1.4,0.7,1.4,1.15,1.0,1.0,0.5,0.7,0.5,0.5,1.0,326,162
27,X,datacapture,g,6,1976,organic,0.7,1.0,1.4,1.0,1.15,1.15,1.4,1.4,1.4,1.4,0.5,0.5,1.15,0.5,1.0,13,72
69,gal,operatingsystem,g,2,1982,embedded,1.0,0.7,1.0,1.0,1.15,1.15,1.4,1.4,1.4,1.4,1.15,0.5,1.4,1.0,1.0,38,1350
66,X,realdataprocessing,g,5,1976,embedded,1.15,1.15,1.15,1.4,1.15,1.0,0.7,1.0,0.7,1.0,1.15,1.0,1.15,1.0,1.0,246,162
6,erb,Avionics,f,3,1982,organic,1.4,1.0,1.4,1.15,1.15,1.0,1.4,1.4,1.0,1.4,0.5,1.0,1.0,0.7,1.0,62,480
89,Y,missionplanning,f,1,1982,semidetached,1.15,1.15,1.65,1.4,1.0,1.0,1.15,1.0,1.4,1.15,0.5,0.7,1.0,1.4,1.15,6,16459
38,X,communications,f,5,1974,organic,1.4,0.7,0.7,1.15,1.0,1.15,1.15,1.15,1.4,1.15,1.15,0.7,0.7,1.4,0.7,162,1350
59,hst,operatingsystem,g,2,1987,organic,0.7,0.7,1.15,1.4,1.0,0.7,1.0,1.4,1.15,1.0,0.7,1.0,1.15,0.5,0.7,240,458
56,de,monitor_control,f,1,1980,embedded,1.15,1.15,1.65,1.0,1.4,1.0,1.15,1.15,1.4,1.15,0.7,1.15,0.7,0.7,0.7,14,114
73,X,batchdataprocessing,g,5,1977,organic,1.4,1.0,0.7,1.4,1.15,0.7,1.4,1.15,1.0,1.4,1.15,1.15,0.7,1.4,1.0,246,90
5,erb,launchprocessing,g,6,1984,semidetached,1.4,0.7,1.0,1.4,1.65,1.15,1.4,1.15,0.7,1.4,1.0,1.0,0.5,1.15,1.0,65,192
12,hst,avionicsmonitoring,f,1,1986,embedded,1.4,0.7,0.7,1.4,1.4,1.0,1.0,1.15,1.0,1.0,0.5,0.5,1.15,1.4,1.0,144,882
8,de,operatingsystem,g,5,1987,embedded,1.4,1.15,1.4,1.0,1.15,0.7,1.15,1.0,1.0,1.0,0.7,0.5,0.7,1.0,1.0,666,38
15,slp,launchprocessing,g,3,1984,semidetached,1.15,0.7,1.4,1.4,1.0,1.0,1.0,1.4,1.0,1.15,0.7,0.7,1.4,1.15,1.15,246,50
34,spl,operatingsystem,g,6,1977,embedded,1.4,1.4,1.65,1.4,1.0,1.0,1.0,1.15,1.0,1.15,1.15,0.5,0.7,0.7,0.7,339,240
79,hst,missionplanning,f,2,1977,organic,1.4,1.15,1.15,1.15,1.65,1.15,1.4,1.4,0.7,1.15,0.5,1.15,1.0,1.0,0.7,355,1181
11,X,datacapture,g,2,1980,organic,1.15,1.4,1.4,1.0,1.0,0.7,0.7,1.15,1.4,1.4,0.5,0.5,1.15,1.15,0.7,233,97
84,gal,avionicsmonitoring,f,5,1977,embedded,1.15,0.7,1.65,1.4,1.15,1.15,1.15,1.15,1.0,1.0,1.0,1.15,1.4,1.4,0.7,355,1350
30,gal,realdataprocessing,g,5,1976,embedded,1.0,0.7,1.65,1.0,1.65,1.0,1.15,1.15,1.15,1.4,0.5,1.0,0.5,0.7,0.7,163,12
